system:index,Name,istarget,s1_2018,.geo
00000000000000000682_0,os_216490,0,"[[0.7162184715270996], [0.29878589510917664], [0.4895826578140259], [0.45066213607788086], [0.26109999418258667], [0.1673206239938736], [0.20303884148597717], [0.24565619230270386], [0.4590560793876648], [0.5358868837356567], [0.1869942545890808], [0.3026495575904846], [0.8712303638458252], [0.6621596813201904], [0.6295470595359802], [0.6706860661506653]]",
00000000000000000683_0,os_216564,0,"[[0.6523986458778381], [0.36822259426116943], [0.662261426448822], [0.3361334800720215], [0.6325143575668335], [0.5038318037986755], [0.31242692470550537], [0.4600396454334259], [0.2239762544631958], [0.24574705958366394], [0.6056328415870667], [0.32666027545928955], [0.5587446689605713], [0.23324625194072723], [0.6024146676063538], [0.6578876972198486]]",
00000000000000000684_0,os_216564,0,"[[0.5996330976486206], [0.3065340220928192], [0.6598357558250427], [0.4910140037536621], [0.4987833499908447], [0.3289518356323242], [0.23985546827316284], [0.3541436493396759], [0.3587341904640198], [0.42454662919044495], [0.30873918533325195], [0.2781037390232086], [0.356023371219635], [0.3013087809085846], [0.5489269495010376], [0.7757450342178345]]",
00000000000000000685_0,os_216564,0,"[[0.7712740898132324], [0.5505086183547974], [0.44441479444503784], [0.6361018419265747], [0.6628442406654358], [0.4976429343223572], [0.33272016048431396], [0.3732796907424927], [0.45660877227783203], [0.22290365397930145], [0.5278186798095703], [0.20429536700248718], [0.348480761051178], [0.22550836205482483], [0.46549108624458313], [0.7625173926353455]]",
00000000000000000686_0,os_216145,0,"[[0.24638155102729797], [0.2711169719696045], [0.27935266494750977], [0.31835001707077026], [0.31302863359451294], [0.25426194071769714], [0.2643846869468689], [0.5059713125228882], [0.1735410988330841], [0.44582557678222656], [0.449887752532959], [0.3923793435096741], [0.2907278537750244], [0.40432465076446533], [0.2552044987678528], [0.14049272239208221]]",
00000000000000000687_0,os_216145,0,"[[0.42294254899024963], [0.36556142568588257], [0.3705613613128662], [0.24617238342761993], [0.3565996289253235], [0.4834682047367096], [0.17556890845298767], [0.293002188205719], [0.48065638542175293], [0.7300564646720886], [0.5866159796714783], [0.2504294216632843], [0.2869449853897095], [0.2400231957435608], [0.3464256525039673], [0.4050726890563965]]",
00000000000000000688_0,os_216145,0,"[[0.4913604259490967], [0.36281368136405945], [0.2647182047367096], [0.39141103625297546], [0.3434557318687439], [0.2790139317512512], [0.18664497137069702], [0.6697982549667358], [0.42578524351119995], [0.50274658203125], [0.45072856545448303], [0.4947168529033661], [0.2806910276412964], [0.19033120572566986], [0.23980657756328583], [0.255545973777771]]",
00000000000000000689_0,os_216317,0,"[[0.40969109535217285], [0.603300929069519], [0.6267847418785095], [0.5230379700660706], [0.5872816443443298], [0.38943251967430115], [0.31846362352371216], [0.2387593537569046], [0.19791081547737122], [0.23395824432373047], [0.2795514762401581], [0.23407897353172302], [0.6080883741378784], [0.886161208152771], [0.5003038644790649], [0.8728094696998596]]",
0000000000000000068a_0,os_216317,0,"[[0.31663721799850464], [0.6224881410598755], [0.6697797179222107], [0.5087909698486328], [0.3815741539001465], [0.37692809104919434], [0.5376721024513245], [0.5210127234458923], [0.26360368728637695], [0.29120197892189026], [0.26452597975730896], [0.26435068249702454], [0.854861855506897], [0.8781158924102783], [0.6155604124069214], [0.8530378937721252]]",
0000000000000000068b_0,os_216317,0,"[[0.3086680769920349], [0.32785677909851074], [0.3156937062740326], [0.42610862851142883], [0.46795329451560974], [0.25998038053512573], [0.3106156289577484], [0.24322392046451569], [0.2999279499053955], [0.20287302136421204], [0.3813258111476898], [0.21394193172454834], [0.3373255133628845], [0.4184251129627228], [0.3214927613735199], [0.3423649072647095]]",
0000000000000000068c_0,os_200179,0,"[[0.7291032671928406], [0.5408867001533508], [0.5751056671142578], [0.7046762108802795], [0.47575676441192627], [0.6317323446273804], [0.6331668496131897], [0.3324125409126282], [0.3109705150127411], [0.42661014199256897], [0.5873731970787048], [0.639943540096283], [0.5876728296279907], [0.46095865964889526], [0.547060489654541], [0.6597068309783936]]",
0000000000000000068d_0,os_200179,0,"[[0.3084198534488678], [0.177423894405365], [0.34596168994903564], [0.20590552687644958], [0.44349437952041626], [0.2551228404045105], [0.2607324719429016], [0.24660073220729828], [0.35736513137817383], [0.6481494903564453], [0.46287935972213745], [0.6046335697174072], [0.31255707144737244], [0.43647894263267517], [0.4128865599632263], [0.8803617358207703]]",
0000000000000000068e_0,os_200179,0,"[[0.16735392808914185], [0.2045418918132782], [0.32795920968055725], [0.3345334827899933], [0.4449636936187744], [0.28061699867248535], [0.194809228181839], [0.2814798653125763], [0.3289841413497925], [0.5694896578788757], [0.5156438946723938], [0.4459221363067627], [0.25831565260887146], [0.41805070638656616], [0.5932774543762207], [0.8389247059822083]]",
0000000000000000068f_0,os_200273,0,"[[0.25530773401260376], [0.6215991973876953], [0.5103820562362671], [0.3033483624458313], [0.3824513554573059], [0.49814876914024353], [0.42143940925598145], [0.2673937976360321], [0.4876914322376251], [0.3027198016643524], [0.22588907182216644], [0.5283171534538269], [0.3949153423309326], [0.28571105003356934], [0.3447140157222748], [0.9218607544898987]]",
00000000000000000690_0,os_200273,0,"[[0.2876928150653839], [0.3550768196582794], [0.3025561571121216], [0.22531142830848694], [0.4078880548477173], [0.1324167102575302], [0.22287563979625702], [0.1710241436958313], [0.375959575176239], [0.27382999658584595], [0.418140172958374], [0.38368815183639526], [0.8664785623550415], [0.5122973918914795], [0.3504563570022583], [0.31833550333976746]]",
00000000000000000691_0,os_200273,0,"[[0.30527710914611816], [0.16581657528877258], [0.14936038851737976], [0.29377418756484985], [0.3324111998081207], [0.14924180507659912], [0.18077458441257477], [0.18584339320659637], [0.4547944664955139], [0.1431056410074234], [0.12870626151561737], [0.35758718848228455], [0.7750558853149414], [0.4775874614715576], [0.5605236291885376], [0.6254245638847351]]",
00000000000000000692_0,os_200158,0,"[[0.21591006219387054], [0.5443242788314819], [0.3303738236427307], [0.44004952907562256], [0.2367664873600006], [0.2463270127773285], [0.3783499002456665], [0.13777583837509155], [0.24854925274848938], [0.4010961949825287], [0.5015745759010315], [0.4981459379196167], [0.33822521567344666], [0.55113285779953], [0.3636728525161743], [0.47035688161849976]]",
00000000000000000693_0,os_200158,0,"[[0.4360835552215576], [0.25718966126441956], [0.23675769567489624], [0.2696063816547394], [0.1803881973028183], [0.3152799606323242], [0.24950814247131348], [0.3310669958591461], [0.24627737700939178], [0.37496018409729004], [0.08926580846309662], [0.27692103385925293], [0.3705127239227295], [0.5535193085670471], [0.4460582733154297], [0.3931581377983093]]",
00000000000000000694_0,os_200158,0,"[[0.15332403779029846], [0.2547861337661743], [0.25209712982177734], [0.28835543990135193], [0.247871533036232], [0.3228422999382019], [0.20279154181480408], [0.17525050044059753], [0.2998843193054199], [0.3682510256767273], [0.3436896800994873], [0.34934496879577637], [0.3468073010444641], [0.7027567625045776], [0.24065744876861572], [0.11223776638507843]]",
00000000000000000695_0,os_200169,0,"[[0.21924392879009247], [0.3411215543746948], [0.18523897230625153], [0.4015159010887146], [0.325896680355072], [0.2642308175563812], [0.593461275100708], [0.32794687151908875], [0.5461650490760803], [0.18694958090782166], [0.5284614562988281], [0.3872147798538208], [0.39130911231040955], [0.39090070128440857], [0.2054784893989563], [0.9303405284881592]]",
00000000000000000696_0,os_200169,0,"[[0.1813110113143921], [0.2786012887954712], [0.30657240748405457], [0.16164398193359375], [0.2942449450492859], [0.31692126393318176], [0.4343864321708679], [0.2631361782550812], [0.38768577575683594], [0.2840389609336853], [0.43911394476890564], [0.39128541946411133], [0.4053167700767517], [0.7827954292297363], [0.20683428645133972], [0.9105589389801025]]",
00000000000000000697_0,os_200169,0,"[[0.45795178413391113], [0.3932298719882965], [0.1708896905183792], [0.438008189201355], [0.18855959177017212], [0.4097793698310852], [0.40695929527282715], [0.4257660210132599], [0.42865991592407227], [0.47585174441337585], [0.4689241349697113], [0.2641248106956482], [0.4205791652202606], [0.48078906536102295], [0.1875017285346985], [0.9427380561828613]]",
00000000000000000698_0,os_200121,0,"[[0.7788537740707397], [0.4105018377304077], [0.36751967668533325], [0.1501823216676712], [0.34931981563568115], [0.3608277440071106], [0.3857182264328003], [0.17608347535133362], [0.518200159072876], [0.289214551448822], [0.5752060413360596], [0.4574927091598511], [0.35702022910118103], [0.2919735312461853], [0.17731784284114838], [0.7782207727432251]]",
00000000000000000699_0,os_200121,0,"[[0.9007502794265747], [0.6210921406745911], [0.4612484574317932], [0.25141146779060364], [0.21481788158416748], [0.1395772099494934], [0.4944150745868683], [0.3931877911090851], [0.3834737241268158], [0.31456151604652405], [0.5550684332847595], [0.37243616580963135], [0.39478543400764465], [0.4296896755695343], [0.19099943339824677], [0.6091798543930054]]",
0000000000000000069a_0,os_200121,0,"[[0.2558658719062805], [0.37196290493011475], [0.2681042551994324], [0.246749147772789], [0.1725192368030548], [0.2528078556060791], [0.27901870012283325], [0.2252560406923294], [0.12006090581417084], [0.18677207827568054], [0.3754462003707886], [0.2507287561893463], [0.3274608254432678], [0.5995458364486694], [0.3176063299179077], [0.13315711915493011]]",
0000000000000000069b_0,os_200145,0,"[[0.8156871199607849], [0.6254243850708008], [0.3849053382873535], [0.29400330781936646], [0.25852271914482117], [0.3113299310207367], [0.2586161494255066], [0.17182081937789917], [0.44057485461235046], [0.3948424458503723], [0.16588038206100464], [0.5050899982452393], [0.5069233775138855], [0.6031299829483032], [0.14079906046390533], [0.2878822684288025]]",
0000000000000000069c_0,os_200145,0,"[[0.3817445635795593], [0.15986493229866028], [0.37582799792289734], [0.4799615442752838], [0.4432658851146698], [0.33515119552612305], [0.5312623977661133], [0.20749516785144806], [0.38297131657600403], [0.11943238973617554], [0.4298051595687866], [0.2874917685985565], [0.4269544780254364], [0.33055034279823303], [0.3913041949272156], [0.537156879901886]]",
0000000000000000069d_0,os_200145,0,"[[0.1308925896883011], [0.462222695350647], [0.3511168956756592], [0.37451332807540894], [0.498787522315979], [0.6530359387397766], [0.32262274622917175], [0.37380659580230713], [0.26023951172828674], [0.274969220161438], [0.3927694261074066], [0.407392680644989], [0.2371114194393158], [0.326894611120224], [0.25622791051864624], [0.5294710397720337]]",
0000000000000000069e_0,os_200104,0,"[[0.6897954344749451], [0.5931210517883301], [0.3106353282928467], [0.3948439061641693], [0.2568405270576477], [0.3198041021823883], [0.13863292336463928], [0.257785439491272], [0.46081995964050293], [0.22420337796211243], [0.4407917857170105], [0.25614845752716064], [0.15413208305835724], [0.46437227725982666], [0.29135218262672424], [0.5360637307167053]]",
0000000000000000069f_0,os_200104,0,"[[0.4972355365753174], [0.16901960968971252], [0.1649644523859024], [0.19104091823101044], [0.15742655098438263], [0.29481860995292664], [0.2499895542860031], [0.25200605392456055], [0.27914732694625854], [0.24927625060081482], [0.5515817403793335], [0.16540002822875977], [0.5297439098358154], [0.40121981501579285], [0.17948469519615173], [0.7664957046508789]]",
000000000000000006a0_0,os_200104,0,"[[0.6712347269058228], [0.40034425258636475], [0.2026205062866211], [0.2745339870452881], [0.3721563518047333], [0.3341764807701111], [0.1541045606136322], [0.4120422899723053], [0.3026126027107239], [0.2443019449710846], [0.6531656980514526], [0.21778403222560883], [0.41743138432502747], [0.33998462557792664], [0.2404632270336151], [0.6048111319541931]]",
000000000000000006a1_0,os_200116,0,"[[0.3964451849460602], [0.35267627239227295], [0.4998166561126709], [0.34903064370155334], [0.17879727482795715], [0.17686109244823456], [0.276140958070755], [0.1924179047346115], [0.29248374700546265], [0.27198708057403564], [0.1491873860359192], [0.30974242091178894], [0.2524884343147278], [0.32754912972450256], [0.4854394197463989], [0.6892231702804565]]",
000000000000000006a2_0,os_200116,0,"[[0.3111726641654968], [0.4134169816970825], [0.3349381983280182], [0.16494764387607574], [0.14131949841976166], [0.21853505074977875], [0.3983624577522278], [0.21706676483154297], [0.37480056285858154], [0.26087063550949097], [0.10967536270618439], [0.3973601162433624], [0.2685178220272064], [0.28598496317863464], [0.3165947496891022], [0.6150728464126587]]",
000000000000000006a3_0,os_200116,0,"[[0.1319466382265091], [0.4118894040584564], [0.48541370034217834], [0.2652023136615753], [0.3039218783378601], [0.20727607607841492], [0.17202778160572052], [0.24009732902050018], [0.18783174455165863], [0.4849559962749481], [0.3003930449485779], [0.1843891739845276], [0.3116956353187561], [0.20798099040985107], [0.3181295394897461], [0.5953884720802307]]",
000000000000000006a4_0,os_200432,0,"[[0.5759649872779846], [0.2827279567718506], [0.2477550506591797], [0.30578863620758057], [0.30193495750427246], [0.28371065855026245], [0.13052193820476532], [0.1935708224773407], [0.42318713665008545], [0.341030478477478], [0.6294609904289246], [0.42471644282341003], [0.5544929504394531], [0.40368422865867615], [0.347553014755249], [0.9435479640960693]]",
000000000000000006a5_0,os_200432,0,"[[0.5840401649475098], [0.14908482134342194], [0.4230574667453766], [0.4376007914543152], [0.30195656418800354], [0.46550339460372925], [0.3428362309932709], [0.3460161089897156], [0.5127488970756531], [0.4762651324272156], [0.7135673761367798], [0.6998720169067383], [0.3246208429336548], [0.6336296796798706], [0.6315121650695801], [0.9573771953582764]]",
000000000000000006a6_0,os_200432,0,"[[0.8507957458496094], [0.5424154996871948], [0.7251332998275757], [0.6511675119400024], [0.3100872337818146], [0.5050617456436157], [0.31535062193870544], [0.2788139283657074], [0.5733737945556641], [0.42884862422943115], [0.7263715267181396], [0.5501054525375366], [0.2943410277366638], [0.9147380590438843], [0.653890073299408], [0.9380477070808411]]",
000000000000000006a7_0,os_200438,0,"[[0.3579353988170624], [0.4528905749320984], [0.16285760700702667], [0.3306986391544342], [0.482528418302536], [0.42441636323928833], [0.3915456235408783], [0.32447296380996704], [0.5388613939285278], [0.6114757061004639], [0.7711488008499146], [0.40643638372421265], [0.5120242834091187], [0.6640331149101257], [0.3225448727607727], [0.21373438835144043]]",
000000000000000006a8_0,os_200438,0,"[[0.4400835633277893], [0.4003370404243469], [0.2175564467906952], [0.30246055126190186], [0.25726333260536194], [0.215837299823761], [0.22746527194976807], [0.26472142338752747], [0.25579726696014404], [0.4778713285923004], [0.6829116344451904], [0.3652752637863159], [0.6043905019760132], [0.5500245690345764], [0.1444188356399536], [0.17347729206085205]]",
000000000000000006a9_0,os_200438,0,"[[0.6945580244064331], [0.4840235412120819], [0.3726274371147156], [0.15751580893993378], [0.22280175983905792], [0.4173718988895416], [0.4543394446372986], [0.43020734190940857], [0.41789543628692627], [0.6815643310546875], [0.7378740906715393], [0.582762598991394], [0.7186130881309509], [0.845585823059082], [0.3489610254764557], [0.22518545389175415]]",
000000000000000006aa_0,os_200393,0,"[[0.8647875785827637], [0.5743396878242493], [0.5272514820098877], [0.1748569905757904], [0.19103851914405823], [0.13103747367858887], [0.1914459615945816], [0.20406784117221832], [0.3114919364452362], [0.22905929386615753], [0.23835496604442596], [0.2001127153635025], [0.3124890923500061], [0.5929298400878906], [0.2337847650051117], [0.39350008964538574]]",
000000000000000006ab_0,os_200393,0,"[[0.5408993363380432], [0.1744428277015686], [0.17551511526107788], [0.44238412380218506], [0.13298895955085754], [0.2794360816478729], [0.15716958045959473], [0.3702160120010376], [0.22854945063591003], [0.1732887476682663], [0.19190408289432526], [0.27595627307891846], [0.3545904755592346], [0.23698142170906067], [0.21465519070625305], [0.09865985065698624]]",
000000000000000006ac_0,os_200393,0,"[[0.5010405778884888], [0.1647660881280899], [0.16104444861412048], [0.20960800349712372], [0.375277042388916], [0.36935198307037354], [0.40142008662223816], [0.39743301272392273], [0.2744368016719818], [0.38507676124572754], [0.3314427137374878], [0.40472856163978577], [0.27094581723213196], [0.42117831110954285], [0.21266669034957886], [0.32565242052078247]]",
000000000000000006ad_0,os_200429,0,"[[0.6413461565971375], [0.2521283030509949], [0.18023619055747986], [0.2879221737384796], [0.129278302192688], [0.3422774076461792], [0.19376622140407562], [0.10772784799337387], [0.590042233467102], [0.6145573258399963], [0.5370921492576599], [0.2178536206483841], [0.5117442607879639], [0.5682138204574585], [0.4148455560207367], [0.6189479827880859]]",
000000000000000006ae_0,os_200429,0,"[[0.16190432012081146], [0.2900765836238861], [0.3639982044696808], [0.14780418574810028], [0.29356202483177185], [0.17682255804538727], [0.15746481716632843], [0.18235036730766296], [0.1472051739692688], [0.1692528873682022], [0.5062970519065857], [0.2773582637310028], [0.27347299456596375], [0.373696506023407], [0.2209496796131134], [0.2317400574684143]]",
000000000000000006af_0,os_200429,0,"[[0.3625011444091797], [0.12364400178194046], [0.23496153950691223], [0.15859158337116241], [0.33136582374572754], [0.3204105794429779], [0.35442477464675903], [0.16431038081645966], [0.30727243423461914], [0.5169394016265869], [0.3454548716545105], [0.2664712369441986], [0.4400055408477783], [0.47016531229019165], [0.22041600942611694], [0.5808426141738892]]",
000000000000000006b0_0,os_200332,0,"[[0.26185446977615356], [0.14725396037101746], [0.22208622097969055], [0.1868966519832611], [0.2856985032558441], [0.36826449632644653], [0.20124131441116333], [0.2882346510887146], [0.2832287847995758], [0.251508504152298], [0.1688542515039444], [0.32779908180236816], [0.4732258915901184], [0.479929655790329], [0.35398274660110474], [0.7918764352798462]]",
000000000000000006b1_0,os_200332,0,"[[0.5803184509277344], [0.3986099064350128], [0.23836864531040192], [0.1793154925107956], [0.39784786105155945], [0.26322492957115173], [0.21058803796768188], [0.32838115096092224], [0.24491381645202637], [0.286481112241745], [0.2600247263908386], [0.28159600496292114], [0.59015953540802], [0.6757212281227112], [0.5217999219894409], [0.8461572527885437]]",
000000000000000006b2_0,os_200332,0,"[[0.21813641488552094], [0.34737780690193176], [0.2225833535194397], [0.46217724680900574], [0.26548248529434204], [0.2589384615421295], [0.24544298648834229], [0.18541356921195984], [0.36014026403427124], [0.4228321611881256], [0.25126922130584717], [0.22494220733642578], [0.2981153428554535], [0.3124473989009857], [0.1627669781446457], [0.36381080746650696]]",
000000000000000006b3_0,os_200342,0,"[[0.17973975837230682], [0.34390783309936523], [0.4417864680290222], [0.3745884299278259], [0.2473118007183075], [0.2757168114185333], [0.3403519093990326], [0.17506058514118195], [0.2999427914619446], [0.2741592824459076], [0.36284294724464417], [0.2403663843870163], [0.18129298090934753], [0.28347137570381165], [0.27257949113845825], [0.634278416633606]]",
000000000000000006b4_0,os_200342,0,"[[0.40183183550834656], [0.30504539608955383], [0.3558056652545929], [0.3166217803955078], [0.3128252923488617], [0.3844536542892456], [0.3325237035751343], [0.25543445348739624], [0.3042287528514862], [0.37983667850494385], [0.568497896194458], [0.14559945464134216], [0.6644256114959717], [0.6964794397354126], [0.15563291311264038], [0.857666015625]]",
