system:index,Name,istarget,s1_2019,.geo
00000000000000000a27_0,59k,0,"[[0.4493327736854553], [0.40028318762779236], [0.3171648383140564], [0.19240063428878784], [0.3016614019870758], [0.32709258794784546], [0.33336177468299866], [0.30327945947647095], [0.3779783248901367], [0.3478964865207672], [0.5140166282653809], [0.40130582451820374], [0.5072232484817505], [0.5575534105300903], [0.4859645962715149], [0.6091836094856262]]",
00000000000000000a28_0,59k,0,"[[0.4091428518295288], [0.32698681950569153], [0.19115906953811646], [0.20777451992034912], [0.3369665741920471], [0.17312881350517273], [0.16814270615577698], [0.23306983709335327], [0.2902102768421173], [0.268403023481369], [0.5119549036026001], [0.29184490442276], [0.26834872364997864], [0.35998839139938354], [0.22365283966064453], [0.4783995449542999]]",
00000000000000000a29_0,59k,0,"[[0.4419974982738495], [0.2612796723842621], [0.3721126616001129], [0.37486177682876587], [0.24732372164726257], [0.3134518265724182], [0.26707202196121216], [0.2416386753320694], [0.22614207863807678], [0.24304944276809692], [0.13888061046600342], [0.33092135190963745], [0.43405067920684814], [0.5302221179008484], [0.4844357371330261], [0.4523927569389343]]",
00000000000000000a2a_0,123k,1,"[[0.1363804042339325], [0.27333948016166687], [0.4295421838760376], [0.23548850417137146], [0.27486684918403625], [0.2354666292667389], [0.44892188906669617], [0.15047329664230347], [0.2405131459236145], [0.34956642985343933], [0.3783505856990814], [0.14197105169296265], [0.31987473368644714], [0.74465012550354], [0.4143226146697998], [0.6952588558197021]]",
00000000000000000a2b_0,123k,1,"[[0.29229602217674255], [0.15851375460624695], [0.4174969792366028], [0.2790520191192627], [0.16467157006263733], [0.24863432347774506], [0.1713019162416458], [0.2909300923347473], [0.32824110984802246], [0.4431789517402649], [0.15020927786827087], [0.22668662667274475], [0.35365694761276245], [0.640097975730896], [0.4286709427833557], [0.6525721549987793]]",
00000000000000000a2c_0,123k,1,"[[0.19486188888549805], [0.13672363758087158], [0.22068746387958527], [0.34119367599487305], [0.1465103030204773], [0.25615668296813965], [0.18662165105342865], [0.28694695234298706], [0.2941361665725708], [0.2770174443721771], [0.1557527631521225], [0.17024052143096924], [0.21833670139312744], [0.6698956489562988], [0.2286287546157837], [0.5414869785308838]]",
00000000000000000a2d_0,143k,1,"[[0.31014931201934814], [0.4580071270465851], [0.20007124543190002], [0.32725098729133606], [0.18238559365272522], [0.534431517124176], [0.17982414364814758], [0.13148167729377747], [0.17870302498340607], [0.2788970470428467], [0.1981315314769745], [0.3342440724372864], [0.2082550823688507], [0.3442125618457794], [0.25396740436553955], [0.6187225580215454]]",
00000000000000000a2e_0,143k,1,"[[0.31290245056152344], [0.40746647119522095], [0.34466826915740967], [0.22494685649871826], [0.16411681473255157], [0.520709216594696], [0.14463917911052704], [0.3405742645263672], [0.35676300525665283], [0.5990738868713379], [0.2888333797454834], [0.40194594860076904], [0.13087265193462372], [0.24587242305278778], [0.2581898868083954], [0.5903027653694153]]",
00000000000000000a2f_0,143k,1,"[[0.18150129914283752], [0.1487770974636078], [0.2003278136253357], [0.2622262239456177], [0.19764013588428497], [0.4937104880809784], [0.2620725929737091], [0.3403415381908417], [0.21821674704551697], [0.3396763503551483], [0.279166042804718], [0.22625620663166046], [0.28627482056617737], [0.3758988678455353], [0.4811567962169647], [0.6511832475662231]]",
00000000000000000a30_0,111k,1,"[[0.3714594841003418], [0.38440489768981934], [0.3860192596912384], [0.31560787558555603], [0.3927410840988159], [0.19083091616630554], [0.22918111085891724], [0.3827977776527405], [0.3193556070327759], [0.5107937455177307], [0.10824666172266006], [0.48108938336372375], [0.28867053985595703], [0.26233744621276855], [0.3811955451965332], [0.3482564091682434]]",
00000000000000000a31_0,111k,1,"[[0.16542649269104004], [0.20936733484268188], [0.20076607167720795], [0.2859906554222107], [0.2986801266670227], [0.4383489489555359], [0.22916699945926666], [0.4404140114784241], [0.28709226846694946], [0.41115307807922363], [0.20169422030448914], [0.3322819173336029], [0.37205731868743896], [0.403724730014801], [0.3101327419281006], [0.42468172311782837]]",
00000000000000000a32_0,111k,1,"[[0.2989376187324524], [0.34708020091056824], [0.22443994879722595], [0.22598622739315033], [0.2880941927433014], [0.17546118795871735], [0.4039193391799927], [0.44294530153274536], [0.5063944458961487], [0.2920145094394684], [0.27753832936286926], [0.4187566041946411], [0.2776014804840088], [0.36372488737106323], [0.2739773988723755], [0.6407667398452759]]",
00000000000000000a33_0,56k,1,"[[0.2795279324054718], [0.4617975056171417], [0.2837335765361786], [0.2889074683189392], [0.255590558052063], [0.24679075181484222], [0.28710097074508667], [0.3215421736240387], [0.2690305709838867], [0.23714116215705872], [0.2099609225988388], [0.5128598213195801], [0.3898104429244995], [0.34378623962402344], [0.23603489995002747], [0.32639461755752563]]",
00000000000000000a34_0,56k,1,"[[0.21958871185779572], [0.3403834104537964], [0.44515395164489746], [0.3530433177947998], [0.2373100370168686], [0.2644180357456207], [0.48997509479522705], [0.38448813557624817], [0.455126017332077], [0.24073663353919983], [0.22853747010231018], [0.261902391910553], [0.43690061569213867], [0.16181273758411407], [0.34076985716819763], [0.5137712359428406]]",
00000000000000000a35_0,56k,1,"[[0.3812345266342163], [0.22106803953647614], [0.15608979761600494], [0.17996926605701447], [0.3647819757461548], [0.3275658190250397], [0.28143203258514404], [0.2632506787776947], [0.4069368839263916], [0.38651931285858154], [0.2913512587547302], [0.41607362031936646], [0.28641095757484436], [0.26455360651016235], [0.3123827874660492], [0.15426358580589294]]",
00000000000000000a36_0,60k,1,"[[0.46849533915519714], [0.49203169345855713], [0.31883370876312256], [0.3000951111316681], [0.3472316861152649], [0.19822289049625397], [0.3967529833316803], [0.25832247734069824], [0.5590578317642212], [0.2771387994289398], [0.4294371008872986], [0.4045756161212921], [0.42169684171676636], [0.27282604575157166], [0.3615245223045349], [0.426197350025177]]",
00000000000000000a37_0,60k,1,"[[0.28051015734672546], [0.2936905026435852], [0.4061352610588074], [0.3514593839645386], [0.27520951628685], [0.24456554651260376], [0.3448634743690491], [0.2796506881713867], [0.3129819631576538], [0.377339243888855], [0.4959172010421753], [0.39705339074134827], [0.4608036279678345], [0.2569918632507324], [0.22023557126522064], [0.19320234656333923]]",
00000000000000000a38_0,60k,1,"[[0.27571001648902893], [0.37400004267692566], [0.3072255551815033], [0.22483916580677032], [0.45304644107818604], [0.2594315707683563], [0.5714905261993408], [0.23191213607788086], [0.36325910687446594], [0.3575702905654907], [0.2608710825443268], [0.3479524850845337], [0.39605802297592163], [0.37729689478874207], [0.260118693113327], [0.459600031375885]]",
00000000000000000a39_0,62k,1,"[[0.21863849461078644], [0.3175071179866791], [0.3129127621650696], [0.33749353885650635], [0.29115134477615356], [0.23512941598892212], [0.33943989872932434], [0.47705692052841187], [0.20206816494464874], [0.2522328495979309], [0.33876463770866394], [0.29250046610832214], [0.2806609869003296], [0.22093987464904785], [0.27929580211639404], [0.3411903977394104]]",
00000000000000000a3a_0,62k,1,"[[0.28958868980407715], [0.3263187110424042], [0.41130366921424866], [0.35742074251174927], [0.43210142850875854], [0.39802074432373047], [0.42001938819885254], [0.28040605783462524], [0.24234652519226074], [0.5583295822143555], [0.235749751329422], [0.3449767827987671], [0.23726588487625122], [0.43266183137893677], [0.2858024835586548], [0.37054556608200073]]",
00000000000000000a3b_0,62k,1,"[[0.35979899764060974], [0.27019229531288147], [0.3157366216182709], [0.32025668025016785], [0.2815767228603363], [0.40137362480163574], [0.22700989246368408], [0.4652552008628845], [0.19044984877109528], [0.5106613636016846], [0.23631209135055542], [0.20771318674087524], [0.2556169629096985], [0.5075252056121826], [0.35684266686439514], [0.35183215141296387]]",
00000000000000000a3c_0,73k,1,"[[0.4340881109237671], [0.3646138310432434], [0.4163622260093689], [0.5437909364700317], [0.2948032021522522], [0.17493191361427307], [0.27472174167633057], [0.264334499835968], [0.26738274097442627], [0.285622775554657], [0.34288865327835083], [0.11324445903301239], [0.25409621000289917], [0.4789787232875824], [0.2890988290309906], [0.3069702982902527]]",
00000000000000000a3d_0,73k,1,"[[0.45189955830574036], [0.2958894968032837], [0.3743304908275604], [0.4126109778881073], [0.38128432631492615], [0.2305372655391693], [0.2672378420829773], [0.29565730690956116], [0.36081355810165405], [0.28935372829437256], [0.3288542330265045], [0.2098657637834549], [0.3326643109321594], [0.5669852495193481], [0.286632776260376], [0.3419172763824463]]",
00000000000000000a3e_0,73k,1,"[[0.49816200137138367], [0.24687033891677856], [0.26368775963783264], [0.5097904205322266], [0.23700501024723053], [0.2671200633049011], [0.37790539860725403], [0.24745571613311768], [0.47053492069244385], [0.39657658338546753], [0.29808956384658813], [0.5710849761962891], [0.4706108272075653], [0.5307995080947876], [0.33322685956954956], [0.27136677503585815]]",
00000000000000000a3f_0,75k,1,"[[0.3093762993812561], [0.3198372721672058], [0.3960881233215332], [0.49427327513694763], [0.353180468082428], [0.3145119845867157], [0.2629310190677643], [0.38140931725502014], [0.2840636968612671], [0.26584869623184204], [0.3549164831638336], [0.31846725940704346], [0.17809483408927917], [0.45545482635498047], [0.526427149772644], [0.29014015197753906]]",
00000000000000000a40_0,75k,1,"[[0.26805567741394043], [0.18469581007957458], [0.28305724263191223], [0.25085824728012085], [0.2132810652256012], [0.21013908088207245], [0.41006898880004883], [0.3396061062812805], [0.2789114713668823], [0.3520302474498749], [0.3810410797595978], [0.3130481243133545], [0.3562922775745392], [0.40031251311302185], [0.42276787757873535], [0.40511009097099304]]",
00000000000000000a41_0,75k,1,"[[0.38091564178466797], [0.5347013473510742], [0.2510184049606323], [0.18413345515727997], [0.3441317677497864], [0.2754763662815094], [0.31288471817970276], [0.2986223101615906], [0.3984505236148834], [0.4001448452472687], [0.20852842926979065], [0.32731112837791443], [0.26314210891723633], [0.4643319845199585], [0.30532294511795044], [0.23717112839221954]]",
00000000000000000a42_0,77k,1,"[[0.2946980893611908], [0.3282964825630188], [0.34217387437820435], [0.5461412668228149], [0.37854382395744324], [0.2017935812473297], [0.28806957602500916], [0.3215494751930237], [0.25460344552993774], [0.5726303458213806], [0.26422107219696045], [0.2908855676651001], [0.37613800168037415], [0.2669219672679901], [0.42488569021224976], [0.3508257269859314]]",
00000000000000000a43_0,77k,1,"[[0.3959498703479767], [0.2063186913728714], [0.2651447057723999], [0.4219617247581482], [0.2730322480201721], [0.2526701092720032], [0.4229232370853424], [0.27634283900260925], [0.37080979347229004], [0.47063755989074707], [0.2725139856338501], [0.3294175863265991], [0.31166183948516846], [0.2768900394439697], [0.397529274225235], [0.3771700859069824]]",
00000000000000000a44_0,77k,1,"[[0.2613706886768341], [0.36016786098480225], [0.2651447057723999], [0.3955349922180176], [0.34947994351387024], [0.36826270818710327], [0.51216721534729], [0.21781080961227417], [0.33195406198501587], [0.4705960154533386], [0.3846886157989502], [0.48946258425712585], [0.2988249361515045], [0.35124433040618896], [0.40381762385368347], [0.3771700859069824]]",
00000000000000000a45_0,88k,1,"[[0.4780415892601013], [0.45452895760536194], [0.6139031648635864], [0.38896164298057556], [0.2796900272369385], [0.21684610843658447], [0.3790154457092285], [0.25111621618270874], [0.2746843099594116], [0.31632813811302185], [0.2794966995716095], [0.4258120059967041], [0.48156774044036865], [0.5535721778869629], [0.4395154118537903], [0.5383431911468506]]",
00000000000000000a46_0,88k,1,"[[0.3973774313926697], [0.2537458837032318], [0.24009956419467926], [0.3597974181175232], [0.39048707485198975], [0.46988457441329956], [0.1961551308631897], [0.36695873737335205], [0.287982314825058], [0.4772561490535736], [0.3103921115398407], [0.261313796043396], [0.4279487729072571], [0.5324467420578003], [0.327043354511261], [0.48646166920661926]]",
00000000000000000a47_0,88k,1,"[[0.35237881541252136], [0.2704434394836426], [0.5472537875175476], [0.3174990117549896], [0.3150057792663574], [0.3257707357406616], [0.2934091091156006], [0.2482616901397705], [0.1427140235900879], [0.14447665214538574], [0.3713197112083435], [0.3942336440086365], [0.33615368604660034], [0.5876072645187378], [0.3807721734046936], [0.48019689321517944]]",
00000000000000000a48_0,90k,1,"[[0.4340476393699646], [0.2568559944629669], [0.17460539937019348], [0.4059104025363922], [0.31105050444602966], [0.26471415162086487], [0.26698246598243713], [0.3821623623371124], [0.43366116285324097], [0.3566403090953827], [0.2489430159330368], [0.3377346694469452], [0.354164183139801], [0.34010234475135803], [0.5877063870429993], [0.7962608933448792]]",
00000000000000000a49_0,90k,1,"[[0.2390332818031311], [0.3372863233089447], [0.13939155638217926], [0.3694920241832733], [0.31528109312057495], [0.2943650484085083], [0.463129460811615], [0.5101028680801392], [0.4260644316673279], [0.19858790934085846], [0.2222413569688797], [0.31854069232940674], [0.41190415620803833], [0.36469557881355286], [0.453762024641037], [0.8052611351013184]]",
00000000000000000a4a_0,90k,1,"[[0.638945996761322], [0.2699038088321686], [0.21225255727767944], [0.5081372857093811], [0.2327422946691513], [0.23839527368545532], [0.32692593336105347], [0.3263615667819977], [0.42417171597480774], [0.3931533694267273], [0.23682831227779388], [0.32867342233657837], [0.36699116230010986], [0.5391805171966553], [0.40604710578918457], [0.8022690415382385]]",
00000000000000000a4b_0,91k,1,"[[0.3995627760887146], [0.47423696517944336], [0.29689380526542664], [0.32822534441947937], [0.2970946133136749], [0.20642626285552979], [0.3306120038032532], [0.24368053674697876], [0.4031517505645752], [0.23815688490867615], [0.2751444876194], [0.37729310989379883], [0.31521427631378174], [0.15631672739982605], [0.23425933718681335], [0.6456375122070312]]",
00000000000000000a4c_0,91k,1,"[[0.2691611647605896], [0.5064411759376526], [0.3567768633365631], [0.3780019283294678], [0.4513905942440033], [0.31977370381355286], [0.3139427900314331], [0.20618414878845215], [0.30595752596855164], [0.4158519506454468], [0.17951765656471252], [0.21402201056480408], [0.18591809272766113], [0.24137093126773834], [0.2919679284095764], [0.600972056388855]]",
00000000000000000a4d_0,91k,1,"[[0.4052242338657379], [0.4393646717071533], [0.26987317204475403], [0.194788858294487], [0.30921754240989685], [0.18444520235061646], [0.27513155341148376], [0.44418466091156006], [0.2931307256221771], [0.3223401606082916], [0.20697972178459167], [0.29788365960121155], [0.21631968021392822], [0.3364453911781311], [0.41519808769226074], [0.6494980454444885]]",
00000000000000000a4e_0,92k,1,"[[0.24429956078529358], [0.2579640746116638], [0.31023451685905457], [0.24247175455093384], [0.48542869091033936], [0.2676939070224762], [0.3433311879634857], [0.33960095047950745], [0.257557213306427], [0.41219741106033325], [0.32404717803001404], [0.295802503824234], [0.2727663516998291], [0.20991167426109314], [0.14801940321922302], [0.5879907608032227]]",
00000000000000000a4f_0,92k,1,"[[0.21014834940433502], [0.36143332719802856], [0.3692402243614197], [0.33203309774398804], [0.3256530165672302], [0.24906769394874573], [0.2713159918785095], [0.3101288080215454], [0.271906316280365], [0.22304046154022217], [0.2884467840194702], [0.33215567469596863], [0.1559036374092102], [0.22326211631298065], [0.24569734930992126], [0.39915481209754944]]",
00000000000000000a50_0,92k,1,"[[0.5104895234107971], [0.28460389375686646], [0.3461419939994812], [0.3450673520565033], [0.4024540185928345], [0.3214094340801239], [0.5766347646713257], [0.2983191907405853], [0.5021206140518188], [0.5405976176261902], [0.29467087984085083], [0.2427656203508377], [0.4691556394100189], [0.6267402172088623], [0.6054194569587708], [0.5096475481987]]",
00000000000000000a51_0,95k,1,"[[0.2602449953556061], [0.3847038745880127], [0.24347317218780518], [0.2541205883026123], [0.3644023537635803], [0.28598952293395996], [0.16565541923046112], [0.2244148850440979], [0.24574288725852966], [0.5245056748390198], [0.34349238872528076], [0.5558683276176453], [0.23083075881004333], [0.5105803608894348], [0.27614501118659973], [0.22514024376869202]]",
00000000000000000a52_0,95k,1,"[[0.2782028913497925], [0.24879474937915802], [0.24347317218780518], [0.2541205883026123], [0.3644023537635803], [0.28598952293395996], [0.3654700517654419], [0.2244148850440979], [0.29587891697883606], [0.25861606001853943], [0.46622130274772644], [0.21083271503448486], [0.2773055136203766], [0.3333621323108673], [0.380511999130249], [0.22514024376869202]]",
00000000000000000a53_0,96k,1,"[[0.27862977981567383], [0.279460072517395], [0.3070544898509979], [0.2659318149089813], [0.2611301839351654], [0.27090683579444885], [0.27689868211746216], [0.3570873439311981], [0.3532295525074005], [0.28435617685317993], [0.23447269201278687], [0.3847963809967041], [0.452397882938385], [0.16484233736991882], [0.21543040871620178], [0.4425395429134369]]",
00000000000000000a54_0,96k,1,"[[0.20871302485466003], [0.35550206899642944], [0.2931937873363495], [0.26075711846351624], [0.2991841435432434], [0.1758594810962677], [0.3076816201210022], [0.279147207736969], [0.25198161602020264], [0.3069796562194824], [0.2570560574531555], [0.30573639273643494], [0.3808184564113617], [0.21614602208137512], [0.3727721571922302], [0.5109884738922119]]",
00000000000000000a55_0,96k,1,"[[0.2503001093864441], [0.2940778136253357], [0.3105972409248352], [0.36125752329826355], [0.46438631415367126], [0.3968570828437805], [0.18689359724521637], [0.26823610067367554], [0.5712075233459473], [0.36854955554008484], [0.3146457076072693], [0.275052934885025], [0.34778252243995667], [0.23375608026981354], [0.2681998908519745], [0.4140715003013611]]",
00000000000000000a56_0,97k,1,"[[0.26250186562538147], [0.30315136909484863], [0.2983376085758209], [0.3109688460826874], [0.2769862711429596], [0.38847988843917847], [0.2550617456436157], [0.21920959651470184], [0.3118842542171478], [0.322538822889328], [0.19336411356925964], [0.21517643332481384], [0.37955212593078613], [0.4369523525238037], [0.4348610043525696], [0.7012224793434143]]",
00000000000000000a57_0,97k,1,"[[0.26881763339042664], [0.31716638803482056], [0.34202688932418823], [0.36347582936286926], [0.36211955547332764], [0.20172293484210968], [0.28725504875183105], [0.2776702642440796], [0.3643777072429657], [0.41786327958106995], [0.1811589151620865], [0.14336444437503815], [0.3775476813316345], [0.3729100227355957], [0.26912081241607666], [0.6771191954612732]]",
00000000000000000a58_0,97k,1,"[[0.4710588753223419], [0.31794822216033936], [0.27883094549179077], [0.11821827292442322], [0.27092400193214417], [0.25700661540031433], [0.24021252989768982], [0.30943915247917175], [0.3453317880630493], [0.3881398141384125], [0.33962464332580566], [0.18212735652923584], [0.26609858870506287], [0.39991265535354614], [0.42477351427078247], [0.6964821815490723]]",
00000000000000000a59_0,98k,1,"[[0.31960973143577576], [0.280399352312088], [0.36347252130508423], [0.38445591926574707], [0.677234411239624], [0.18871183693408966], [0.36151984333992004], [0.2864973545074463], [0.4289250671863556], [0.5508841276168823], [0.2227657586336136], [0.36640793085098267], [0.27414780855178833], [0.3230746388435364], [0.5240409970283508], [0.6732541918754578]]",
00000000000000000a5a_0,98k,1,"[[0.29074475169181824], [0.33279576897621155], [0.2708722651004791], [0.40033531188964844], [0.38270312547683716], [0.22655150294303894], [0.4006149172782898], [0.3329921066761017], [0.22886183857917786], [0.3817932605743408], [0.24540379643440247], [0.6496687531471252], [0.30712080001831055], [0.2407989799976349], [0.4475691616535187], [0.8220993280410767]]",
00000000000000000a5b_0,98k,1,"[[0.1952715963125229], [0.23753835260868073], [0.2880363464355469], [0.4482666254043579], [0.4134773313999176], [0.23645472526550293], [0.4392286539077759], [0.4055648148059845], [0.3535310626029968], [0.444998174905777], [0.3752442002296448], [0.5072510838508606], [0.4346619248390198], [0.5767484307289124], [0.3152995705604553], [0.8022215366363525]]",
00000000000000000a5c_0,99k,1,"[[0.3129914402961731], [0.2376890629529953], [0.20465265214443207], [0.33211925625801086], [0.3359292447566986], [0.32801154255867004], [0.3793194591999054], [0.3144800662994385], [0.4513753056526184], [0.6033555865287781], [0.31222569942474365], [0.32272034883499146], [0.39551275968551636], [0.3105630576610565], [0.33511027693748474], [0.46894851326942444]]",
00000000000000000a5d_0,99k,1,"[[0.2350710928440094], [0.32086050510406494], [0.23470629751682281], [0.2962256371974945], [0.4592173993587494], [0.28322863578796387], [0.30948546528816223], [0.3620343506336212], [0.36857181787490845], [0.44046565890312195], [0.41258683800697327], [0.18060795962810516], [0.2485964447259903], [0.31811997294425964], [0.2659497559070587], [0.46800029277801514]]",
00000000000000000a5e_0,99k,1,"[[0.21546156704425812], [0.2631775438785553], [0.1980731040239334], [0.20571576058864594], [0.2852778732776642], [0.22622810304164886], [0.28288033604621887], [0.3700036406517029], [0.2547658383846283], [0.3392910063266754], [0.33920517563819885], [0.30828094482421875], [0.3300843834877014], [0.3758302330970764], [0.21026192605495453], [0.44394174218177795]]",
00000000000000000a5f_0,102k,1,"[[0.38715481758117676], [0.2922455072402954], [0.39948856830596924], [0.3532482981681824], [0.259801983833313], [0.4202371835708618], [0.3520169258117676], [0.22021037340164185], [0.5914751887321472], [0.588329553604126], [0.51927649974823], [0.31621605157852173], [0.24730518460273743], [0.18209317326545715], [0.3380185663700104], [0.7068138718605042]]",
00000000000000000a60_0,102k,1,"[[0.41885387897491455], [0.3621753752231598], [0.1792900264263153], [0.26407015323638916], [0.2207181751728058], [0.5237262845039368], [0.41428887844085693], [0.3166698217391968], [0.24628855288028717], [0.6193958520889282], [0.28240716457366943], [0.2302801012992859], [0.4878077208995819], [0.27923476696014404], [0.2663692235946655], [0.6172695159912109]]",
00000000000000000a61_0,102k,1,"[[0.5005285739898682], [0.29256266355514526], [0.34387558698654175], [0.2504221498966217], [0.3512885272502899], [0.3393688499927521], [0.24420715868473053], [0.4309181272983551], [0.22820144891738892], [0.38625943660736084], [0.2098926603794098], [0.2721361815929413], [0.44420963525772095], [0.4466263949871063], [0.2833789587020874], [0.5290902853012085]]",
00000000000000000a62_0,106k,1,"[[0.22902239859104156], [0.39724111557006836], [0.4130202829837799], [0.519888162612915], [0.42681992053985596], [0.23514068126678467], [0.27191704511642456], [0.29396137595176697], [0.47738757729530334], [0.5320920944213867], [0.41399648785591125], [0.48056522011756897], [0.46325361728668213], [0.31122279167175293], [0.31604689359664917], [0.5350226759910583]]",
00000000000000000a63_0,106k,1,"[[0.2497902512550354], [0.35612428188323975], [0.33458411693573], [0.641643762588501], [0.5301564335823059], [0.2358824759721756], [0.2801646590232849], [0.46379584074020386], [0.39803770184516907], [0.49694693088531494], [0.3411347270011902], [0.24233537912368774], [0.2732876241207123], [0.3230615258216858], [0.17486634850502014], [0.7585489749908447]]",
00000000000000000a64_0,106k,1,"[[0.4324401617050171], [0.560502290725708], [0.43526917695999146], [0.21009477972984314], [0.3966594636440277], [0.15925797820091248], [0.5555891394615173], [0.300373375415802], [0.33950453996658325], [0.35177719593048096], [0.5010749697685242], [0.33434170484542847], [0.4609576463699341], [0.4586026072502136], [0.48916253447532654], [0.33448269963264465]]",
