system:index,Name,istarget,s1_2019,.geo
00000000000000000aa1_0,142,1,"[[0.3616553544998169], [0.17384786903858185], [0.17175301909446716], [0.500789999961853], [0.3388184905052185], [0.4260391592979431], [0.21921512484550476], [0.053124912083148956], [0.1774376481771469], [0.22035914659500122], [0.3275795578956604], [0.44743436574935913], [0.3008061647415161], [0.19408449530601501], [0.3891257643699646], [0.6642913222312927]]",
00000000000000000aa2_0,142,1,"[[0.2368468940258026], [0.24746298789978027], [0.38411709666252136], [0.32616546750068665], [0.2228424996137619], [0.4049292504787445], [0.25333812832832336], [0.2929791212081909], [0.27028888463974], [0.15715110301971436], [0.29451555013656616], [0.1564045250415802], [0.19871824979782104], [0.1790369153022766], [0.3257823884487152], [0.6133824586868286]]",
00000000000000000aa3_0,144k,1,"[[0.21452943980693817], [0.33744221925735474], [0.3641696870326996], [0.2263956069946289], [0.23565278947353363], [0.31544458866119385], [0.42935770750045776], [0.2629372477531433], [0.16790440678596497], [0.24279382824897766], [0.3849002420902252], [0.2933705449104309], [0.21673701703548431], [0.18517076969146729], [0.23606093227863312], [0.33714914321899414]]",
00000000000000000aa4_0,144k,1,"[[0.34040719270706177], [0.2902299761772156], [0.3529156446456909], [0.26312005519866943], [0.16525427997112274], [0.3705860376358032], [0.3300667107105255], [0.19822469353675842], [0.35673415660858154], [0.3045107126235962], [0.3079819083213806], [0.23790520429611206], [0.1955227255821228], [0.21070967614650726], [0.23651911318302155], [0.4348740577697754]]",
00000000000000000aa5_0,144k,1,"[[0.19859586656093597], [0.22345560789108276], [0.3108781576156616], [0.2540140151977539], [0.09687972068786621], [0.3664569854736328], [0.39733079075813293], [0.1360267549753189], [0.2035883069038391], [0.1933925896883011], [0.3736661970615387], [0.2910889983177185], [0.2799922525882721], [0.3037157356739044], [0.2893485426902771], [0.1419934332370758]]",
00000000000000000aa6_0,145k,1,"[[0.1538175493478775], [0.3604186773300171], [0.16813400387763977], [0.28614863753318787], [0.37711527943611145], [0.19312676787376404], [0.2181563675403595], [0.18398186564445496], [0.4712221324443817], [0.35731858015060425], [0.17714017629623413], [0.1926780343055725], [0.316567063331604], [0.5055971145629883], [0.3029136061668396], [0.3090880215167999]]",
00000000000000000aa7_0,145k,1,"[[0.3156067430973053], [0.18926078081130981], [0.16432294249534607], [0.29457733035087585], [0.49460098147392273], [0.2639800012111664], [0.20941418409347534], [0.21234872937202454], [0.27300047874450684], [0.2983781099319458], [0.19987285137176514], [0.298668771982193], [0.2741413712501526], [0.43584540486335754], [0.28375330567359924], [0.8003112077713013]]",
00000000000000000aa8_0,145k,1,"[[0.3992149829864502], [0.17307676374912262], [0.13227441906929016], [0.21802493929862976], [0.25853651762008667], [0.3914034962654114], [0.41134271025657654], [0.2718682289123535], [0.29567262530326843], [0.3047468662261963], [0.22693176567554474], [0.5419544577598572], [0.6031973958015442], [0.6752254366874695], [0.6807916164398193], [0.736361563205719]]",
00000000000000000aa9_0,148k,1,"[[0.35489368438720703], [0.31718340516090393], [0.24379503726959229], [0.29700323939323425], [0.22927267849445343], [0.36856454610824585], [0.14945457875728607], [0.21562086045742035], [0.20882457494735718], [0.2345787137746811], [0.16329628229141235], [0.3221045732498169], [0.21301983296871185], [0.6074129343032837], [0.2977546751499176], [0.5167781114578247]]",
00000000000000000aaa_0,148k,1,"[[0.3524523973464966], [0.22692516446113586], [0.196162149310112], [0.2614356279373169], [0.1460055708885193], [0.229559063911438], [0.297838032245636], [0.24553543329238892], [0.1512855589389801], [0.1547791212797165], [0.2686581015586853], [0.19173116981983185], [0.2541395127773285], [0.40567493438720703], [0.252395361661911], [0.24961066246032715]]",
00000000000000000aab_0,148k,1,"[[0.3968654274940491], [0.30066537857055664], [0.24409882724285126], [0.34757503867149353], [0.19678078591823578], [0.35744816064834595], [0.23042093217372894], [0.3050079941749573], [0.28786569833755493], [0.3637135624885559], [0.2734469175338745], [0.2600172758102417], [0.24879783391952515], [0.4361213743686676], [0.18913909792900085], [0.4448854923248291]]",
00000000000000000aac_0,149k,1,"[[0.2483113557100296], [0.2712319791316986], [0.2877851724624634], [0.2899322211742401], [0.2633390724658966], [0.2972981631755829], [0.3767169713973999], [0.20856992900371552], [0.4656273126602173], [0.477049320936203], [0.2040325403213501], [0.20823179185390472], [0.3298201560974121], [0.31340765953063965], [0.14763696491718292], [0.45050016045570374]]",
00000000000000000aad_0,149k,1,"[[0.26888617873191833], [0.17882268130779266], [0.1969335973262787], [0.2680644094944], [0.18017584085464478], [0.1905779391527176], [0.4368935525417328], [0.2458459436893463], [0.5306094884872437], [0.18330170214176178], [0.2652680277824402], [0.2679196298122406], [0.3055541515350342], [0.37890782952308655], [0.13074731826782227], [0.5958905220031738]]",
00000000000000000aae_0,149k,1,"[[0.18801811337471008], [0.16008920967578888], [0.2453923374414444], [0.3811352849006653], [0.3615606725215912], [0.3564472794532776], [0.4412015676498413], [0.16699795424938202], [0.35623741149902344], [0.3137158155441284], [0.30587300658226013], [0.23353061079978943], [0.3660850524902344], [0.3280791938304901], [0.1704157143831253], [0.47037380933761597]]",
00000000000000000aaf_0,2k,1,"[[0.38237929344177246], [0.22557523846626282], [0.4254057705402374], [0.21422089636325836], [0.6325818300247192], [0.15104271471500397], [0.5836650729179382], [0.3050196170806885], [0.2928515672683716], [0.40639352798461914], [0.3121526837348938], [0.4685640335083008], [0.1789768636226654], [0.6169317364692688], [0.5134106874465942], [0.4977957606315613]]",
00000000000000000ab0_0,2k,1,"[[0.30622783303260803], [0.3130738437175751], [0.4254057705402374], [0.21422089636325836], [0.6325818300247192], [0.15104271471500397], [0.6009204983711243], [0.3050196170806885], [0.18682992458343506], [0.40865930914878845], [0.41458213329315186], [0.51492840051651], [0.22807498276233673], [0.4690054953098297], [0.6930240988731384], [0.4977957606315613]]",
00000000000000000ab1_0,2k,1,"[[0.403654545545578], [0.3026314079761505], [0.5228306651115417], [0.31013840436935425], [0.4873816967010498], [0.3186318576335907], [0.24555501341819763], [0.21850138902664185], [0.24996232986450195], [0.2213199883699417], [0.28267043828964233], [0.1513063609600067], [0.2689949870109558], [0.5445594787597656], [0.32136303186416626], [0.5877745151519775]]",
00000000000000000ab2_0,107E,1,"[[0.31387993693351746], [0.309425950050354], [0.36766791343688965], [0.13199710845947266], [0.23181822896003723], [0.27511098980903625], [0.25413277745246887], [0.5163363814353943], [0.3109103739261627], [0.3845168948173523], [0.1624004989862442], [0.18806979060173035], [0.2710281014442444], [0.2903765141963959], [0.2976072132587433], [0.3897613286972046]]",
00000000000000000ab3_0,107E,1,"[[0.16690945625305176], [0.20037567615509033], [0.14072255790233612], [0.16782519221305847], [0.20621463656425476], [0.30791494250297546], [0.27165430784225464], [0.38248980045318604], [0.29570016264915466], [0.21863403916358948], [0.36225202679634094], [0.24379657208919525], [0.3381899893283844], [0.25900799036026], [0.14690490067005157], [0.3031691908836365]]",
00000000000000000ab4_0,107E,1,"[[0.11159445345401764], [0.18957871198654175], [0.26699158549308777], [0.31267476081848145], [0.35442185401916504], [0.3305656909942627], [0.27628999948501587], [0.3471229076385498], [0.30548322200775146], [0.4304611086845398], [0.4029422998428345], [0.1639702320098877], [0.28046780824661255], [0.31092312932014465], [0.18960867822170258], [0.375346839427948]]",
00000000000000000ab5_0,107E,1,"[[0.2050137221813202], [0.2997210621833801], [0.23629997670650482], [0.22135476768016815], [0.3876565396785736], [0.17702192068099976], [0.3982997536659241], [0.3377912938594818], [0.3124575614929199], [0.2967478632926941], [0.2222684621810913], [0.18953640758991241], [0.34124335646629333], [0.27645230293273926], [0.23661737143993378], [0.28685131669044495]]",
00000000000000000ab6_0,107E,1,"[[0.2310568392276764], [0.3164592385292053], [0.3656771183013916], [0.2827235162258148], [0.41880133748054504], [0.13582834601402283], [0.27911922335624695], [0.297933429479599], [0.22052842378616333], [0.4619044363498688], [0.2988080680370331], [0.1614474356174469], [0.23327092826366425], [0.23240485787391663], [0.35257071256637573], [0.41617387533187866]]",
00000000000000000ab7_0,107E,1,"[[0.2050137221813202], [0.2997210621833801], [0.2540685534477234], [0.27190205454826355], [0.3592243790626526], [0.2901346683502197], [0.4271763265132904], [0.3647662103176117], [0.3124575614929199], [0.2967478632926941], [0.2222684621810913], [0.18953640758991241], [0.34124335646629333], [0.27645230293273926], [0.2915651202201843], [0.26448148488998413]]",
00000000000000000ab8_0,110E,1,"[[0.1199558898806572], [0.29774633049964905], [0.20829999446868896], [0.40360549092292786], [0.23677919805049896], [0.15365853905677795], [0.30690065026283264], [0.19495275616645813], [0.19885478913784027], [0.15310944616794586], [0.2732987403869629], [0.2820649743080139], [0.3087991178035736], [0.1516350507736206], [0.4035424590110779], [0.4251094460487366]]",
00000000000000000ab9_0,110E,1,"[[0.1993200033903122], [0.31785857677459717], [0.24401620030403137], [0.2438908815383911], [0.15982872247695923], [0.532235860824585], [0.29069599509239197], [0.3759995698928833], [0.3125528395175934], [0.2681242525577545], [0.30697688460350037], [0.17925889790058136], [0.23996292054653168], [0.2646321952342987], [0.1827411651611328], [0.6065430045127869]]",
00000000000000000aba_0,110E,1,"[[0.17895255982875824], [0.2567439377307892], [0.14564509689807892], [0.22337502241134644], [0.437235563993454], [0.41569754481315613], [0.2638295590877533], [0.21584928035736084], [0.2180289328098297], [0.15938188135623932], [0.22141727805137634], [0.21025443077087402], [0.2256125658750534], [0.1992657482624054], [0.1943184733390808], [0.3950226604938507]]",
00000000000000000abb_0,120E,1,"[[0.2531294524669647], [0.24411150813102722], [0.27481070160865784], [0.2735293507575989], [0.423939973115921], [0.2163296341896057], [0.4106711149215698], [0.16634231805801392], [0.3757674992084503], [0.2908998727798462], [0.3907257616519928], [0.41684162616729736], [0.12814664840698242], [0.14888596534729004], [0.26113250851631165], [0.5103120803833008]]",
00000000000000000abc_0,120E,1,"[[0.19994208216667175], [0.20350317656993866], [0.3017905056476593], [0.24196067452430725], [0.19189362227916718], [0.2166217714548111], [0.2324022799730301], [0.27060118317604065], [0.2676406800746918], [0.21467472612857819], [0.236549973487854], [0.2283741533756256], [0.363517701625824], [0.4391610622406006], [0.2639147937297821], [0.3746533989906311]]",
00000000000000000abd_0,120E,1,"[[0.19312068819999695], [0.2350178360939026], [0.24847689270973206], [0.19894784688949585], [0.3325270414352417], [0.2737491726875305], [0.33956730365753174], [0.1952829211950302], [0.1443546563386917], [0.20793446898460388], [0.3112218677997589], [0.24885384738445282], [0.18551898002624512], [0.23195874691009521], [0.18442338705062866], [0.5831920504570007]]",
00000000000000000abe_0,127E,1,"[[0.21809600293636322], [0.342428594827652], [0.2895143926143646], [0.2476011961698532], [0.19405189156532288], [0.32288458943367004], [0.3163143992424011], [0.28860101103782654], [0.2969776391983032], [0.3545059859752655], [0.197196364402771], [0.1324625015258789], [0.2051723301410675], [0.1743958294391632], [0.2609153985977173], [0.5167359113693237]]",
00000000000000000abf_0,127E,1,"[[0.3488096594810486], [0.2520705461502075], [0.360718309879303], [0.25222983956336975], [0.32408687472343445], [0.19923660159111023], [0.25450190901756287], [0.22750461101531982], [0.2632967233657837], [0.11596634984016418], [0.2972418963909149], [0.18190917372703552], [0.21249277889728546], [0.3712289333343506], [0.24415656924247742], [0.4066679775714874]]",
00000000000000000ac0_0,127E,1,"[[0.33288103342056274], [0.393768846988678], [0.24173107743263245], [0.1999814212322235], [0.17838236689567566], [0.3578170835971832], [0.39897820353507996], [0.36178749799728394], [0.5077980160713196], [0.42558252811431885], [0.18782491981983185], [0.2849644720554352], [0.17085246741771698], [0.34490200877189636], [0.36047372221946716], [0.5381271243095398]]",
00000000000000000ac1_0,130E,1,"[[0.19988040626049042], [0.1269911378622055], [0.25448131561279297], [0.19929420948028564], [0.34857726097106934], [0.23913638293743134], [0.21150274574756622], [0.31470227241516113], [0.2694624066352844], [0.15251655876636505], [0.15986905992031097], [0.18901775777339935], [0.3320794403553009], [0.1295008659362793], [0.3096773326396942], [0.18893811106681824]]",
00000000000000000ac2_0,130E,1,"[[0.26686418056488037], [0.2811664044857025], [0.1544521450996399], [0.25890010595321655], [0.440634548664093], [0.32997164130210876], [0.14993400871753693], [0.2808648943901062], [0.4818730354309082], [0.39274904131889343], [0.16972076892852783], [0.15836317837238312], [0.2206895351409912], [0.3003728687763214], [0.16426220536231995], [0.5215476751327515]]",
00000000000000000ac3_0,130E,1,"[[0.37602704763412476], [0.2746184766292572], [0.2860078513622284], [0.24015352129936218], [0.3098992705345154], [0.23337078094482422], [0.23621705174446106], [0.3089473843574524], [0.144501730799675], [0.2597719132900238], [0.2814418077468872], [0.3104477524757385], [0.32120534777641296], [0.1169668585062027], [0.15317149460315704], [0.4745473861694336]]",
00000000000000000ac4_0,131E,1,"[[0.21904006600379944], [0.3742024004459381], [0.23910588026046753], [0.23108041286468506], [0.29191717505455017], [0.19192668795585632], [0.18351519107818604], [0.21743804216384888], [0.3106022775173187], [0.28352850675582886], [0.24231000244617462], [0.28469642996788025], [0.3278241753578186], [0.1845313161611557], [0.3829161524772644], [0.4801180362701416]]",
00000000000000000ac5_0,131E,1,"[[0.18599152565002441], [0.15524017810821533], [0.29816362261772156], [0.2627267837524414], [0.14454956352710724], [0.23366469144821167], [0.30796974897384644], [0.44775789976119995], [0.25911375880241394], [0.3583119511604309], [0.1508016586303711], [0.3712151348590851], [0.3662572503089905], [0.3489845097064972], [0.3545747399330139], [0.38462841510772705]]",
00000000000000000ac6_0,131E,1,"[[0.18599152565002441], [0.18256644904613495], [0.20326894521713257], [0.2276272177696228], [0.4427033066749573], [0.2123858481645584], [0.30796974897384644], [0.15441684424877167], [0.25911375880241394], [0.3583119511604309], [0.21797969937324524], [0.3712151348590851], [0.3662572503089905], [0.3489845097064972], [0.33912143111228943], [0.41256797313690186]]",
00000000000000000ac7_0,133E,1,"[[0.11257357150316238], [0.09989848732948303], [0.2139570266008377], [0.1852152794599533], [0.18531794846057892], [0.18496555089950562], [0.1754574477672577], [0.1830289214849472], [0.2636697292327881], [0.2574949860572815], [0.3985806405544281], [0.4467833638191223], [0.16214118897914886], [0.2549084722995758], [0.2835482358932495], [0.47534942626953125]]",
00000000000000000ac8_0,133E,1,"[[0.344350129365921], [0.2708316147327423], [0.2485630214214325], [0.1845395416021347], [0.17321538925170898], [0.25770771503448486], [0.3001219630241394], [0.20484821498394012], [0.3236702084541321], [0.34187811613082886], [0.3417653441429138], [0.3078575134277344], [0.3760819435119629], [0.2754942774772644], [0.38968712091445923], [0.5062129497528076]]",
00000000000000000ac9_0,133E,1,"[[0.20575767755508423], [0.21790310740470886], [0.1952226310968399], [0.2921934723854065], [0.23267874121665955], [0.31033292412757874], [0.15478383004665375], [0.3369722068309784], [0.4314076900482178], [0.28157854080200195], [0.3035794496536255], [0.21219757199287415], [0.3179723620414734], [0.2974868416786194], [0.16351670026779175], [0.32033997774124146]]",
00000000000000000aca_0,27E,1,"[[0.31586262583732605], [0.3285599648952484], [0.2544124126434326], [0.49318987131118774], [0.1670813411474228], [0.41686737537384033], [0.31847208738327026], [0.4453941285610199], [0.38488996028900146], [0.5476350784301758], [0.43167930841445923], [0.3769230246543884], [0.24086804687976837], [0.6042337417602539], [0.29095882177352905], [0.7210420370101929]]",
00000000000000000acb_0,27E,1,"[[0.43545663356781006], [0.3265708088874817], [0.2971216142177582], [0.219377800822258], [0.30717384815216064], [0.28776538372039795], [0.38912081718444824], [0.6073062419891357], [0.23497435450553894], [0.36634495854377747], [0.39589792490005493], [0.2656446397304535], [0.3184713125228882], [0.2804856598377228], [0.29645588994026184], [0.5065966844558716]]",
00000000000000000acc_0,27E,1,"[[0.21623733639717102], [0.3146066665649414], [0.4395427703857422], [0.26279085874557495], [0.3974834680557251], [0.3428100049495697], [0.5550158023834229], [0.3581787049770355], [0.3297799825668335], [0.31483298540115356], [0.27976730465888977], [0.32028236985206604], [0.2965700030326843], [0.306393027305603], [0.43833020329475403], [0.3216925263404846]]",
00000000000000000acd_0,48E,1,"[[0.2965482473373413], [0.1776576191186905], [0.39125320315361023], [0.30575188994407654], [0.2774435877799988], [0.2914125919342041], [0.27991580963134766], [0.36548542976379395], [0.31665149331092834], [0.240385502576828], [0.324325829744339], [0.3566886782646179], [0.20231854915618896], [0.4845178723335266], [0.36969664692878723], [0.32427945733070374]]",
00000000000000000ace_0,48E,1,"[[0.3247838616371155], [0.26234278082847595], [0.40175527334213257], [0.3127477765083313], [0.3096962571144104], [0.22235584259033203], [0.3637251555919647], [0.4111211895942688], [0.19509166479110718], [0.23151558637619019], [0.22735176980495453], [0.2941892743110657], [0.27836015820503235], [0.14055241644382477], [0.3786933422088623], [0.3591476380825043]]",
00000000000000000acf_0,48E,1,"[[0.28541940450668335], [0.3161148130893707], [0.44419771432876587], [0.268339604139328], [0.33866986632347107], [0.29321980476379395], [0.3435318171977997], [0.27244606614112854], [0.31054484844207764], [0.25078055262565613], [0.29324081540107727], [0.2497996687889099], [0.38594165444374084], [0.3832038640975952], [0.29672300815582275], [0.28674668073654175]]",
00000000000000000ad0_0,75E,1,"[[0.3059631586074829], [0.38047143816947937], [0.25136417150497437], [0.41362011432647705], [0.35498684644699097], [0.26769229769706726], [0.41898924112319946], [0.39129480719566345], [0.34114140272140503], [0.2011810690164566], [0.20800568163394928], [0.23279762268066406], [0.36626383662223816], [0.3937157988548279], [0.14375300705432892], [0.4887709319591522]]",
00000000000000000ad1_0,75E,1,"[[0.29258134961128235], [0.4669967591762543], [0.24238425493240356], [0.2685922086238861], [0.4042605757713318], [0.36299121379852295], [0.21120008826255798], [0.39387384057044983], [0.48247745633125305], [0.28720423579216003], [0.2504727840423584], [0.3140547275543213], [0.42578163743019104], [0.2582271993160248], [0.31582707166671753], [0.4194820523262024]]",
00000000000000000ad2_0,75E,1,"[[0.3363991379737854], [0.34485960006713867], [0.3109323978424072], [0.21714259684085846], [0.5199127197265625], [0.3017270565032959], [0.2682601809501648], [0.2820127606391907], [0.5053061842918396], [0.5525093078613281], [0.290061891078949], [0.4680507183074951], [0.3567487895488739], [0.29328981041908264], [0.33042481541633606], [0.5953589081764221]]",
00000000000000000ad3_0,76E,1,"[[0.2855435311794281], [0.21388693153858185], [0.25937017798423767], [0.38697952032089233], [0.18310818076133728], [0.2255021184682846], [0.19254371523857117], [0.1991720199584961], [0.2560844421386719], [0.24285545945167542], [0.24499352276325226], [0.31873390078544617], [0.46640563011169434], [0.21947191655635834], [0.32484838366508484], [0.6979517936706543]]",
00000000000000000ad4_0,76E,1,"[[0.23686188459396362], [0.2555459141731262], [0.3120395541191101], [0.41079646348953247], [0.17078736424446106], [0.29748278856277466], [0.2560141384601593], [0.35340723395347595], [0.5277509689331055], [0.3879460096359253], [0.6386048197746277], [0.21201646327972412], [0.21434706449508667], [0.4348931908607483], [0.23639699816703796], [0.7500714063644409]]",
00000000000000000ad5_0,76E,1,"[[0.30765825510025024], [0.3817517161369324], [0.4548073410987854], [0.29766762256622314], [0.3177350163459778], [0.258838415145874], [0.3229440450668335], [0.26583224534988403], [0.19246134161949158], [0.32584136724472046], [0.2778392434120178], [0.5103004574775696], [0.554423451423645], [0.3064015507698059], [0.20531867444515228], [0.5545233488082886]]",
00000000000000000ad6_0,78E,1,"[[0.37468352913856506], [0.33903220295906067], [0.26639673113822937], [0.29048261046409607], [0.2188166081905365], [0.3398382365703583], [0.39742082357406616], [0.4053616225719452], [0.22506989538669586], [0.3176637589931488], [0.5909575819969177], [0.4789459705352783], [0.4774426817893982], [0.32261165976524353], [0.2929746210575104], [0.5493803024291992]]",
00000000000000000ad7_0,78E,1,"[[0.39922013878822327], [0.29534822702407837], [0.3149837553501129], [0.31455308198928833], [0.4896429479122162], [0.21990075707435608], [0.33208078145980835], [0.29340633749961853], [0.16029852628707886], [0.29061591625213623], [0.3136708736419678], [0.25066137313842773], [0.29435455799102783], [0.42844265699386597], [0.30333226919174194], [0.4535408020019531]]",
00000000000000000ad8_0,78E,1,"[[0.2608276307582855], [0.3370031714439392], [0.21451438963413239], [0.30149197578430176], [0.27752065658569336], [0.2903382480144501], [0.5126261115074158], [0.5900534391403198], [0.2653709053993225], [0.3433833122253418], [0.20185884833335876], [0.15428510308265686], [0.33327651023864746], [0.40051451325416565], [0.24826817214488983], [0.6619096994400024]]",
00000000000000000ad9_0,78E,1,"[[0.20936647057533264], [0.39959561824798584], [0.44742995500564575], [0.33487534523010254], [0.33711811900138855], [0.27842462062835693], [0.2797585725784302], [0.26969635486602783], [0.4084815979003906], [0.3533364534378052], [0.3576039969921112], [0.5015227794647217], [0.34502851963043213], [0.32284772396087646], [0.38249117136001587], [0.4621085822582245]]",
00000000000000000ada_0,78E,1,"[[0.23314352333545685], [0.4903835356235504], [0.25439780950546265], [0.3828241229057312], [0.34955623745918274], [0.2697060704231262], [0.49954482913017273], [0.3622078001499176], [0.3329921364784241], [0.18954335153102875], [0.2860981225967407], [0.2754157483577728], [0.39412692189216614], [0.35955971479415894], [0.2564033567905426], [0.5035111904144287]]",
00000000000000000adb_0,78E,1,"[[0.43062880635261536], [0.21566611528396606], [0.21600742638111115], [0.16189999878406525], [0.2874189019203186], [0.23932825028896332], [0.2249254286289215], [0.2105419933795929], [0.4046592712402344], [0.4788099527359009], [0.26823046803474426], [0.5545437932014465], [0.3247542977333069], [0.5172148942947388], [0.6953815817832947], [0.37262359261512756]]",
00000000000000000adc_0,92E,1,"[[0.2066270262002945], [0.3630121052265167], [0.3785751163959503], [0.18821978569030762], [0.3067716062068939], [0.3400583863258362], [0.22473344206809998], [0.25371497869491577], [0.257393479347229], [0.2791159152984619], [0.19156591594219208], [0.2042812705039978], [0.18654918670654297], [0.2539767622947693], [0.416261225938797], [0.5345820188522339]]",
00000000000000000add_0,92E,1,"[[0.3310529291629791], [0.3589252233505249], [0.25251132249832153], [0.22828149795532227], [0.2047622948884964], [0.37966322898864746], [0.26267242431640625], [0.21854856610298157], [0.2008904367685318], [0.16372917592525482], [0.271373450756073], [0.2538048028945923], [0.1765206903219223], [0.4213225543498993], [0.3521496653556824], [0.3172265887260437]]",
00000000000000000ade_0,92E,1,"[[0.21647275984287262], [0.28561660647392273], [0.19321219623088837], [0.4086599349975586], [0.3921469449996948], [0.4328765869140625], [0.3806511461734772], [0.28039345145225525], [0.6569088697433472], [0.20367588102817535], [0.11727842688560486], [0.4262714684009552], [0.191385418176651], [0.37684106826782227], [0.14996473491191864], [0.2952612340450287]]",
00000000000000000adf_0,93E,1,"[[0.385648638010025], [0.3037307560443878], [0.1627550721168518], [0.31154119968414307], [0.16601265966892242], [0.27631521224975586], [0.20370587706565857], [0.24740178883075714], [0.22548118233680725], [0.38576462864875793], [0.2583100199699402], [0.2179555594921112], [0.2934674322605133], [0.2464710772037506], [0.21123264729976654], [0.2532832622528076]]",
00000000000000000ae0_0,93E,1,"[[0.13092686235904694], [0.2360924929380417], [0.2836211323738098], [0.3089103102684021], [0.23541328310966492], [0.2552698254585266], [0.3219015896320343], [0.41721081733703613], [0.3891144096851349], [0.20926102995872498], [0.15841412544250488], [0.3190276622772217], [0.22155927121639252], [0.2711696922779083], [0.36235466599464417], [0.6093115210533142]]",
00000000000000000ae1_0,45k,1,"[[0.38076743483543396], [0.22290551662445068], [0.2914305627346039], [0.5265952348709106], [0.34772393107414246], [0.22319971024990082], [0.494183212518692], [0.3180067837238312], [0.35434311628341675], [0.3541363775730133], [0.5048280358314514], [0.2442759871482849], [0.49768638610839844], [0.27038824558258057], [0.41092461347579956], [0.42558059096336365]]",
00000000000000000ae2_0,45k,1,"[[0.20260046422481537], [0.3073680102825165], [0.3154962658882141], [0.26351025700569153], [0.3330146074295044], [0.21076665818691254], [0.5561805963516235], [0.3889753520488739], [0.2669299244880676], [0.15471254289150238], [0.20640084147453308], [0.2618321478366852], [0.4013020098209381], [0.33311039209365845], [0.20624811947345734], [0.6198773980140686]]",
00000000000000000ae3_0,45k,1,"[[0.2909369468688965], [0.27909326553344727], [0.23789364099502563], [0.33995139598846436], [0.20062865316867828], [0.2829441428184509], [0.18028214573860168], [0.2909294664859772], [0.22317785024642944], [0.40657293796539307], [0.23381437361240387], [0.20457592606544495], [0.23827648162841797], [0.321525901556015], [0.3866071403026581], [0.4765501022338867]]",
00000000000000000ae4_0,12,1,"[[0.318598210811615], [0.2912867069244385], [0.18465933203697205], [0.20239177346229553], [0.47427210211753845], [0.3135092258453369], [0.1451546549797058], [0.26710736751556396], [0.2585245370864868], [0.3739166557788849], [0.13389156758785248], [0.22120316326618195], [0.23040145635604858], [0.2851448953151703], [0.14872783422470093], [0.2288624495267868]]",
00000000000000000ae5_0,12,1,"[[0.21179136633872986], [0.27295419573783875], [0.23200154304504395], [0.12584757804870605], [0.5157865881919861], [0.17497476935386658], [0.21878455579280853], [0.38908910751342773], [0.3198753893375397], [0.36477580666542053], [0.15452122688293457], [0.3943697214126587], [0.23990003764629364], [0.26195257902145386], [0.2825014591217041], [0.328032523393631]]",
00000000000000000ae6_0,12,1,"[[0.3365820050239563], [0.3024212121963501], [0.1482183039188385], [0.23023074865341187], [0.19557000696659088], [0.28367531299591064], [0.25444138050079346], [0.16647198796272278], [0.2255057990550995], [0.2997704744338989], [0.2343667447566986], [0.2437514364719391], [0.23834577202796936], [0.3333895802497864], [0.3606492578983307], [0.23706308007240295]]",
00000000000000000ae7_0,11,1,"[[0.22141727805137634], [0.25866466760635376], [0.13161328434944153], [0.2845716178417206], [0.23959259688854218], [0.17506147921085358], [0.35191041231155396], [0.17509831488132477], [0.4226926863193512], [0.4155455231666565], [0.2079302966594696], [0.2086801677942276], [0.33501848578453064], [0.3743835389614105], [0.19139942526817322], [0.20319825410842896]]",
00000000000000000ae8_0,11,1,"[[0.16134266555309296], [0.18423429131507874], [0.13534440100193024], [0.30180948972702026], [0.17870444059371948], [0.2906690239906311], [0.2532997727394104], [0.12164122611284256], [0.350645512342453], [0.22635650634765625], [0.1758217215538025], [0.19450163841247559], [0.2825600504875183], [0.29909366369247437], [0.15723943710327148], [0.20169121026992798]]",
00000000000000000ae9_0,11,1,"[[0.2644982933998108], [0.3163995146751404], [0.1481371521949768], [0.3187780976295471], [0.20175665616989136], [0.26313742995262146], [0.337260901927948], [0.14219817519187927], [0.2385818362236023], [0.262105792760849], [0.28437039256095886], [0.33484983444213867], [0.20832523703575134], [0.29430004954338074], [0.1888238787651062], [0.4337342381477356]]",
00000000000000000aea_0,24,1,"[[0.34929269552230835], [0.18540816009044647], [0.23866331577301025], [0.3419221043586731], [0.3163738548755646], [0.20428499579429626], [0.23432934284210205], [0.10395319014787674], [0.5488488078117371], [0.3921014964580536], [0.18937376141548157], [0.40271300077438354], [0.17182551324367523], [0.5165978074073792], [0.5043678283691406], [0.5273047685623169]]",
00000000000000000aeb_0,24,1,"[[0.3520713746547699], [0.25366443395614624], [0.30778372287750244], [0.3132780194282532], [0.33453407883644104], [0.2773840129375458], [0.3293116092681885], [0.18570475280284882], [0.22759222984313965], [0.5268871188163757], [0.24377699196338654], [0.5022670030593872], [0.18367230892181396], [0.3417982757091522], [0.4749148488044739], [0.6824271082878113]]",
00000000000000000aec_0,24,1,"[[0.18753394484519958], [0.15043030679225922], [0.3088851869106293], [0.19340603053569794], [0.2886459231376648], [0.196526899933815], [0.17701756954193115], [0.17991545796394348], [0.38392406702041626], [0.5209805369377136], [0.2547886371612549], [0.3602067232131958], [0.20799177885055542], [0.47793465852737427], [0.4128628075122833], [0.676498293876648]]",
00000000000000000aed_0,4,1,"[[0.3104538023471832], [0.13171552121639252], [0.22631564736366272], [0.18182578682899475], [0.33758988976478577], [0.23615992069244385], [0.2678627073764801], [0.3184387683868408], [0.17840388417243958], [0.1321837157011032], [0.17616045475006104], [0.17551201581954956], [0.3242921829223633], [0.1726648509502411], [0.21002469956874847], [0.2840201258659363]]",
