system:index,Name,istarget,s1_2020,.geo
00000000000000000c7f_0,p2020_376,0,"[[0.4563142657279968], [0.6924408674240112], [0.5032942891120911], [0.27590513229370117], [0.4619000554084778], [0.3118656575679779], [0.23925665020942688], [0.1334860473871231], [0.1069704070687294], [0.5190221071243286], [0.5690394639968872], [0.4882294535636902], [0.42695584893226624], [0.3834323287010193], [0.26223668456077576], [0.5255342721939087]]",
00000000000000000c80_0,p2020_376,0,"[[0.7134007811546326], [0.7073298692703247], [0.4541683495044708], [0.3480629324913025], [0.3073321282863617], [0.5497561693191528], [0.2258853018283844], [0.3784388601779938], [0.17886221408843994], [0.45429861545562744], [0.4407794177532196], [0.4732968807220459], [0.32568681240081787], [0.3641759157180786], [0.27460604906082153], [0.30309566855430603]]",
00000000000000000c81_0,p2020_376,0,"[[0.7263439297676086], [0.6391446590423584], [0.5593456029891968], [0.19873178005218506], [0.2402554303407669], [0.3737964928150177], [0.10938218235969543], [0.1824134886264801], [0.26821231842041016], [0.4189448952674866], [0.24281363189220428], [0.28550732135772705], [0.34649133682250977], [0.21939095854759216], [0.5221314430236816], [0.3076365292072296]]",
00000000000000000c82_0,p2020_376,0,"[[0.3805035352706909], [0.5185026526451111], [0.327662855386734], [0.1634906530380249], [0.5113682150840759], [0.3254459500312805], [0.18410569429397583], [0.3058861196041107], [0.24050143361091614], [0.22826559841632843], [0.273269921541214], [0.3311219811439514], [0.48476314544677734], [0.3334486484527588], [0.19669872522354126], [0.31434524059295654]]",
00000000000000000c83_0,p2020_376,0,"[[0.609253466129303], [0.6171395778656006], [0.5364608764648438], [0.15609635412693024], [0.4689234495162964], [0.28996366262435913], [0.24736884236335754], [0.17863821983337402], [0.31082531809806824], [0.30106937885284424], [0.4018915295600891], [0.4700115919113159], [0.26232099533081055], [0.3692494034767151], [0.4720149338245392], [0.2849322259426117]]",
00000000000000000c84_0,p2020_377,0,"[[0.6639894247055054], [0.7007573843002319], [0.6782209277153015], [0.3043857514858246], [0.5567545890808105], [0.4859558045864105], [0.2677420377731323], [0.3155137300491333], [0.27481788396835327], [0.5226263999938965], [0.5391861200332642], [0.3758535087108612], [0.1698308289051056], [0.22855286300182343], [0.23102280497550964], [0.24098889529705048]]",
00000000000000000c85_0,p2020_377,0,"[[0.7676289677619934], [0.7347124814987183], [0.6689075231552124], [0.37400001287460327], [0.6534549593925476], [0.4443039894104004], [0.25131866335868835], [0.4659496247768402], [0.3018302917480469], [0.5431078672409058], [0.2624405324459076], [0.561725378036499], [0.5433950424194336], [0.40306276082992554], [0.3699844479560852], [0.5145752429962158]]",
00000000000000000c86_0,p2020_377,0,"[[0.646564781665802], [0.7753834128379822], [0.3415946662425995], [0.27549952268600464], [0.5790339112281799], [0.5907169580459595], [0.3196605443954468], [0.33926281332969666], [0.3018302917480469], [0.5191545486450195], [0.18019968271255493], [0.32216694951057434], [0.515609085559845], [0.3320484757423401], [0.3294379413127899], [0.5145752429962158]]",
00000000000000000c87_0,p2020_377,0,"[[0.5770794153213501], [0.6031787395477295], [0.6513957977294922], [0.4042293131351471], [0.35293927788734436], [0.4754558205604553], [0.5844274163246155], [0.2738131284713745], [0.4100324511528015], [0.5111082792282104], [0.463285356760025], [0.37652477622032166], [0.23307985067367554], [0.28716760873794556], [0.2729756236076355], [0.234297513961792]]",
00000000000000000c88_0,p2020_378,0,"[[0.7871911525726318], [0.7343196868896484], [0.595314085483551], [0.27733707427978516], [0.5031894445419312], [0.4987242519855499], [0.47725820541381836], [0.4208911061286926], [0.22018766403198242], [0.6420684456825256], [0.5410954356193542], [0.527944028377533], [0.18981875479221344], [0.3801065981388092], [0.2267637848854065], [0.672264814376831]]",
00000000000000000c89_0,p2020_378,0,"[[0.8494601249694824], [0.5592987537384033], [0.6313342452049255], [0.497119277715683], [0.3853781819343567], [0.2724808156490326], [0.4102926552295685], [0.35200023651123047], [0.24193137884140015], [0.2530800402164459], [0.32168567180633545], [0.17970360815525055], [0.24231383204460144], [0.28609558939933777], [0.5577621459960938], [0.5203914642333984]]",
00000000000000000c8a_0,p2020_378,0,"[[0.8284767270088196], [0.7539214491844177], [0.5009844899177551], [0.3308994174003601], [0.5665907263755798], [0.4936635494232178], [0.3503570854663849], [0.4251402020454407], [0.20219679176807404], [0.5846959352493286], [0.5439239144325256], [0.36988648772239685], [0.21027104556560516], [0.31066638231277466], [0.2382420003414154], [0.632028341293335]]",
00000000000000000c8b_0,p2020_378,0,"[[0.41042640805244446], [0.6552134156227112], [0.4876348376274109], [0.12219909578561783], [0.19783291220664978], [0.2221301794052124], [0.19486451148986816], [0.1803813874721527], [0.11647207289934158], [0.5413721799850464], [0.27239418029785156], [0.5548025369644165], [0.28290095925331116], [0.1758035123348236], [0.34043562412261963], [0.20284141600131989]]",
00000000000000000c8c_0,p2020_379,0,"[[0.6961935758590698], [0.6671320796012878], [0.3081808090209961], [0.20102351903915405], [0.39699268341064453], [0.2399616688489914], [0.12056781351566315], [0.22325900197029114], [0.2890479564666748], [0.2309216409921646], [0.19873109459877014], [0.3021000325679779], [0.2893282175064087], [0.20937013626098633], [0.44500890374183655], [0.46434998512268066]]",
00000000000000000c8d_0,p2020_379,0,"[[0.683374285697937], [0.5244895815849304], [0.450799822807312], [0.2548033595085144], [0.3441475033760071], [0.46895572543144226], [0.20570123195648193], [0.1860487014055252], [0.14277300238609314], [0.19816911220550537], [0.3032186031341553], [0.21585015952587128], [0.6120229959487915], [0.2948163151741028], [0.4778071939945221], [0.43915846943855286]]",
00000000000000000c8e_0,p2020_379,0,"[[0.7302451729774475], [0.7279934287071228], [0.4121130704879761], [0.3416593670845032], [0.6376882791519165], [0.5899817943572998], [0.6080201268196106], [0.34631088376045227], [0.3003831207752228], [0.2551107704639435], [0.43339771032333374], [0.40736499428749084], [0.47555670142173767], [0.49159687757492065], [0.6996498107910156], [0.39134934544563293]]",
00000000000000000c8f_0,p2020_379,0,"[[0.6536551713943481], [0.6011611223220825], [0.35376328229904175], [0.1646883338689804], [0.392352819442749], [0.27459174394607544], [0.27448463439941406], [0.24976131319999695], [0.1250794231891632], [0.2661592960357666], [0.5405092239379883], [0.4592914581298828], [0.5188230276107788], [0.31321609020233154], [0.6403705477714539], [0.6612485647201538]]",
00000000000000000c90_0,p2020_379,0,"[[0.6609179377555847], [0.6463439464569092], [0.4132695496082306], [0.2727603316307068], [0.30458924174308777], [0.3223552107810974], [0.16253799200057983], [0.2076011598110199], [0.13868845999240875], [0.23208361864089966], [0.3152799606323242], [0.2088327556848526], [0.2243671715259552], [0.2229039967060089], [0.22331148386001587], [0.19094881415367126]]",
00000000000000000c91_0,p2020_379,0,"[[0.7603296637535095], [0.7737832069396973], [0.4132695496082306], [0.29807740449905396], [0.4347617030143738], [0.48929208517074585], [0.2626646161079407], [0.2021844983100891], [0.22474510967731476], [0.23208361864089966], [0.3152799606323242], [0.38411903381347656], [0.2243671715259552], [0.324817955493927], [0.5441081523895264], [0.5604338049888611]]",
00000000000000000c92_0,p2020_381,0,"[[0.6817235350608826], [0.708762526512146], [0.4895739257335663], [0.1380741149187088], [0.45250874757766724], [0.3141801953315735], [0.18590687215328217], [0.1405404657125473], [0.12483149766921997], [0.22928793728351593], [0.4483024775981903], [0.6313889026641846], [0.24148711562156677], [0.5222578644752502], [0.5656481385231018], [0.6105020046234131]]",
00000000000000000c93_0,p2020_381,0,"[[0.6088134050369263], [0.36749619245529175], [0.34476274251937866], [0.36035826802253723], [0.6059843301773071], [0.6010125875473022], [0.3187493681907654], [0.3080628514289856], [0.18356716632843018], [0.206570103764534], [0.5542464256286621], [0.42423391342163086], [0.4856344163417816], [0.44099342823028564], [0.5381496548652649], [0.6068292856216431]]",
00000000000000000c94_0,p2020_381,0,"[[0.7843069434165955], [0.8358091711997986], [0.6012742519378662], [0.2820861041545868], [0.5390290021896362], [0.5769056081771851], [0.3775544762611389], [0.3783419728279114], [0.20038127899169922], [0.22680234909057617], [0.40186214447021484], [0.5255390405654907], [0.658700168132782], [0.28698301315307617], [0.651692271232605], [0.4714430868625641]]",
00000000000000000c95_0,p2020_381,0,"[[0.6841220855712891], [0.6446785926818848], [0.624009370803833], [0.16255933046340942], [0.4176784157752991], [0.5357816815376282], [0.3257990777492523], [0.1864033043384552], [0.18279825150966644], [0.16091535985469818], [0.303276926279068], [0.6876755356788635], [0.6103007197380066], [0.4412515461444855], [0.671660304069519], [0.6022124290466309]]",
00000000000000000c96_0,p2020_381,0,"[[0.692633867263794], [0.6858851313591003], [0.4615316390991211], [0.5130535960197449], [0.47148647904396057], [0.34873318672180176], [0.32877445220947266], [0.3037835955619812], [0.2646990418434143], [0.10978922247886658], [0.1914893388748169], [0.39378735423088074], [0.30869290232658386], [0.45161569118499756], [0.215807244181633], [0.5345724821090698]]",
00000000000000000c97_0,p2020_381,0,"[[0.5298817753791809], [0.6059245467185974], [0.47126609086990356], [0.3801255226135254], [0.5428372621536255], [0.4008522033691406], [0.3059506416320801], [0.17357827723026276], [0.2592611312866211], [0.21007202565670013], [0.5377264022827148], [0.4986145496368408], [0.5427614450454712], [0.36509057879447937], [0.4671926200389862], [0.4047161638736725]]",
00000000000000000c98_0,p2020_384,0,"[[0.3985357880592346], [0.34663182497024536], [0.24578066170215607], [0.24252259731292725], [0.31405141949653625], [0.38728761672973633], [0.29387351870536804], [0.3536672294139862], [0.2796458601951599], [0.05708550661802292], [0.25227290391921997], [0.1508231908082962], [0.3368278741836548], [0.3594056963920593], [0.17300483584403992], [0.7873517274856567]]",
00000000000000000c99_0,p2020_384,0,"[[0.2836292088031769], [0.5047833323478699], [0.299150675535202], [0.17038889229297638], [0.33908283710479736], [0.2828238010406494], [0.2631894648075104], [0.2827514410018921], [0.21213406324386597], [0.0], [0.2757105529308319], [0.25129812955856323], [0.23261980712413788], [0.19164252281188965], [0.2934870421886444], [0.7303896546363831]]",
00000000000000000c9a_0,p2020_384,0,"[[0.2904023826122284], [0.5692731738090515], [0.32534319162368774], [0.5194082260131836], [0.3452306389808655], [0.294413685798645], [0.208404079079628], [0.2923254072666168], [0.28669634461402893], [0.23399943113327026], [0.2185131311416626], [0.1854877471923828], [0.22296196222305298], [0.37915271520614624], [0.38362953066825867], [0.542736291885376]]",
00000000000000000c9b_0,p2020_384,0,"[[0.43485599756240845], [0.24138805270195007], [0.24289512634277344], [0.3342992663383484], [0.36641502380371094], [0.23136016726493835], [0.17117658257484436], [0.2494204342365265], [0.0], [0.14163564145565033], [0.35586321353912354], [0.42472365498542786], [0.24864740669727325], [0.325337678194046], [0.4755326807498932], [0.757506251335144]]",
00000000000000000c9c_0,p2020_393,0,"[[0.23499780893325806], [0.16087710857391357], [0.15618117153644562], [0.49045228958129883], [0.3200766146183014], [0.3037720322608948], [0.4176362156867981], [0.21149152517318726], [0.16669197380542755], [0.27421751618385315], [0.26145753264427185], [0.17666777968406677], [0.21943406760692596], [0.24266695976257324], [0.38452914357185364], [0.33517324924468994]]",
00000000000000000c9d_0,p2020_393,0,"[[0.23263736069202423], [0.12545233964920044], [0.1596916764974594], [0.24709470570087433], [0.2737351357936859], [0.3611932098865509], [0.41400355100631714], [0.22509247064590454], [0.3010803163051605], [0.19983121752738953], [0.26962390542030334], [0.2474469095468521], [0.2584003806114197], [0.18688328564167023], [0.23742078244686127], [0.42503613233566284]]",
00000000000000000c9e_0,p2020_393,0,"[[0.24151739478111267], [0.1523677110671997], [0.2693536877632141], [0.20685337483882904], [0.2677342891693115], [0.36188533902168274], [0.2301003336906433], [0.27980145812034607], [0.4224284291267395], [0.31814324855804443], [0.33864372968673706], [0.37596163153648376], [0.3798257112503052], [0.20861801505088806], [0.1630602777004242], [0.3882005512714386]]",
00000000000000000c9f_0,p2020_393,0,"[[0.23263736069202423], [0.18334831297397614], [0.23680803179740906], [0.46908628940582275], [0.2737351357936859], [0.3611932098865509], [0.41400355100631714], [0.22509247064590454], [0.3010803163051605], [0.26431509852409363], [0.2688084542751312], [0.1838405579328537], [0.24863240122795105], [0.3177129030227661], [0.3607570230960846], [0.42503613233566284]]",
00000000000000000ca0_0,p2020_191,0,"[[0.22040751576423645], [0.2675199508666992], [0.5110039114952087], [0.17948785424232483], [0.40737366676330566], [0.2989949584007263], [0.47522011399269104], [0.2797992527484894], [0.2947424054145813], [0.27389323711395264], [0.25145667791366577], [0.43120071291923523], [0.26697027683258057], [0.33845072984695435], [0.3010743260383606], [0.1957031637430191]]",
00000000000000000ca1_0,p2020_191,0,"[[0.1838236302137375], [0.1494118869304657], [0.225631982088089], [0.317148894071579], [0.23479591310024261], [0.24186761677265167], [0.37611088156700134], [0.26088792085647583], [0.2371835708618164], [0.2682960331439972], [0.3410463333129883], [0.14302600920200348], [0.21564429998397827], [0.18025705218315125], [0.20913061499595642], [0.28589165210723877]]",
00000000000000000ca2_0,p2020_191,0,"[[0.270982027053833], [0.24524693191051483], [0.5220900774002075], [0.2926861047744751], [0.21063843369483948], [0.23973384499549866], [0.23292125761508942], [0.16981415450572968], [0.31676357984542847], [0.26806944608688354], [0.26963114738464355], [0.19754716753959656], [0.3671987056732178], [0.2935394048690796], [0.18264898657798767], [0.1385403722524643]]",
00000000000000000ca3_0,p2020_191,0,"[[0.14598448574543], [0.2620055377483368], [0.3148791790008545], [0.2213793247938156], [0.3114718198776245], [0.18139982223510742], [0.22013115882873535], [0.5890980362892151], [0.21317407488822937], [0.3691937029361725], [0.13428008556365967], [0.23757895827293396], [0.2491104155778885], [0.26656705141067505], [0.37309426069259644], [0.20132501423358917]]",
00000000000000000ca4_0,p2020_203,0,"[[0.563591480255127], [0.2663235068321228], [0.23265954852104187], [0.3369426429271698], [0.26897963881492615], [0.2626664638519287], [0.3275466859340668], [0.14902760088443756], [0.19452068209648132], [0.20988723635673523], [0.31194156408309937], [0.4443894624710083], [0.37373578548431396], [0.28584176301956177], [0.3989296853542328], [0.3843590021133423]]",
00000000000000000ca5_0,p2020_203,0,"[[0.63255375623703], [0.2902657091617584], [0.2908361554145813], [0.2766486406326294], [0.22822986543178558], [0.37368759512901306], [0.42304548621177673], [0.20123717188835144], [0.38138529658317566], [0.16644926369190216], [0.22587493062019348], [0.4907984137535095], [0.5116127729415894], [0.4108051359653473], [0.6309148669242859], [0.22121986746788025]]",
00000000000000000ca6_0,p2020_203,0,"[[0.6809991598129272], [0.24714863300323486], [0.33871549367904663], [0.27480560541152954], [0.3287815451622009], [0.2883193790912628], [0.19227638840675354], [0.29844245314598083], [0.21489551663398743], [0.3789721727371216], [0.19099897146224976], [0.08989403396844864], [0.1819927990436554], [0.33875763416290283], [0.2992922365665436], [0.28579437732696533]]",
00000000000000000ca7_0,p2020_203,0,"[[0.6846603155136108], [0.2234324812889099], [0.6313443183898926], [0.376804381608963], [0.2518709897994995], [0.47300463914871216], [0.23671437799930573], [0.27508437633514404], [0.232406884431839], [0.5519264936447144], [0.4298540949821472], [0.40914061665534973], [0.287636935710907], [0.17908133566379547], [0.19223454594612122], [0.384050577878952]]",
00000000000000000ca8_0,p2020_203,0,"[[0.5532574653625488], [0.21098291873931885], [0.4468914866447449], [0.30842652916908264], [0.3900986611843109], [0.3902568519115448], [0.30395546555519104], [0.3079299032688141], [0.14660179615020752], [0.38229233026504517], [0.2522691786289215], [0.1265222579240799], [0.5037627220153809], [0.28189635276794434], [0.3304672837257385], [0.27186211943626404]]",
00000000000000000ca9_0,p2020_203,0,"[[0.5903189778327942], [0.13375146687030792], [0.49724435806274414], [0.19940482079982758], [0.2604489028453827], [0.1892041712999344], [0.380273699760437], [0.2515527904033661], [0.34893280267715454], [0.31282198429107666], [0.4770798683166504], [0.48792511224746704], [0.4506637454032898], [0.2908155024051666], [0.5683808326721191], [0.24352039396762848]]",
00000000000000000caa_0,p2020_206,0,"[[0.3195047080516815], [0.18828707933425903], [0.09512519091367722], [0.3294636607170105], [0.2362644374370575], [0.26183828711509705], [0.32208800315856934], [0.3544182777404785], [0.2281046360731125], [0.26647529006004333], [0.2511160671710968], [0.19397692382335663], [0.32179489731788635], [0.2509338855743408], [0.5896800756454468], [0.5116850137710571]]",
00000000000000000cab_0,p2020_206,0,"[[0.44408515095710754], [0.20199094712734222], [0.22610163688659668], [0.19859449565410614], [0.13462068140506744], [0.319668173789978], [0.25828784704208374], [0.2224431335926056], [0.27588772773742676], [0.35263192653656006], [0.30788156390190125], [0.36309146881103516], [0.40677595138549805], [0.23087343573570251], [0.3812640607357025], [0.554720401763916]]",
00000000000000000cac_0,p2020_206,0,"[[0.206683948636055], [0.2061651647090912], [0.2924245297908783], [0.23469507694244385], [0.2258758544921875], [0.25586605072021484], [0.21502119302749634], [0.3513556122779846], [0.2413378208875656], [0.2873174250125885], [0.23972642421722412], [0.1352292001247406], [0.5293897986412048], [0.262753963470459], [0.23994013667106628], [0.46858853101730347]]",
00000000000000000cad_0,p2020_206,0,"[[0.26481592655181885], [0.15425464510917664], [0.4227926731109619], [0.32128697633743286], [0.19360986351966858], [0.2730613350868225], [0.2822313606739044], [0.32333606481552124], [0.34972256422042847], [0.26065555214881897], [0.34429842233657837], [0.29603180289268494], [0.33643603324890137], [0.26348191499710083], [0.4756496250629425], [0.5139864683151245]]",
00000000000000000cae_0,p2020_206,0,"[[0.2018047422170639], [0.37210869789123535], [0.20742729306221008], [0.14929917454719543], [0.16129717230796814], [0.3658450245857239], [0.13786959648132324], [0.47965288162231445], [0.17969565093517303], [0.2493475079536438], [0.3216680586338043], [0.15405580401420593], [0.22488051652908325], [0.1785922646522522], [0.28257107734680176], [0.6707408428192139]]",
00000000000000000caf_0,p2020_206,0,"[[0.1942928433418274], [0.10733760893344879], [0.3146689832210541], [0.19726328551769257], [0.2587549686431885], [0.48371395468711853], [0.36308103799819946], [0.2646417021751404], [0.28467515110969543], [0.2770199477672577], [0.4067189693450928], [0.2869105935096741], [0.3796778619289398], [0.19115717709064484], [0.48746076226234436], [0.22218358516693115]]",
00000000000000000cb4_0,p2020_213,0,"[[0.17228348553180695], [0.23128081858158112], [0.19237665832042694], [0.2254164218902588], [0.29632359743118286], [0.2686021625995636], [0.13492965698242188], [0.1856713593006134], [0.1790488362312317], [0.24388687312602997], [0.3507867157459259], [0.2664651572704315], [0.3546512722969055], [0.41000890731811523], [0.5703485012054443], [0.32873496413230896]]",
00000000000000000cb5_0,p2020_213,0,"[[0.2765031158924103], [0.2380724400281906], [0.22673220932483673], [0.1973644345998764], [0.31415581703186035], [0.4137497544288635], [0.2840690016746521], [0.2444605529308319], [0.40117961168289185], [0.2160893976688385], [0.16615940630435944], [0.2941373586654663], [0.21675708889961243], [0.3531114161014557], [0.6362204551696777], [0.44578513503074646]]",
00000000000000000cb6_0,p2020_213,0,"[[0.23100370168685913], [0.1412956565618515], [0.19386975467205048], [0.36144769191741943], [0.29251447319984436], [0.4995487630367279], [0.2966844141483307], [0.19831204414367676], [0.16411559283733368], [0.11067862808704376], [0.32221364974975586], [0.2638663053512573], [0.28296247124671936], [0.22704832255840302], [0.48338907957077026], [0.337585985660553]]",
00000000000000000cb7_0,p2020_213,0,"[[0.123424232006073], [0.24660928547382355], [0.21633699536323547], [0.2688257396221161], [0.27668240666389465], [0.4603465795516968], [0.17356985807418823], [0.20463232696056366], [0.17388497292995453], [0.15433676540851593], [0.3903532922267914], [0.2982013523578644], [0.3540232479572296], [0.27853870391845703], [0.4152037501335144], [0.42610666155815125]]",
00000000000000000cb8_0,p2020_266,0,"[[0.31788745522499084], [0.36739930510520935], [0.3546586334705353], [0.426975816488266], [0.1524057239294052], [0.29996392130851746], [0.15323275327682495], [0.276359885931015], [0.25722014904022217], [0.1601961851119995], [0.5043202638626099], [0.3805583119392395], [0.3993980884552002], [0.319497287273407], [0.5202690958976746], [0.42375487089157104]]",
00000000000000000cb9_0,p2020_266,0,"[[0.23452648520469666], [0.6015477180480957], [0.33700746297836304], [0.4383973181247711], [0.5440500378608704], [0.18841145932674408], [0.1919160634279251], [0.15010792016983032], [0.20528364181518555], [0.17496220767498016], [0.3310088813304901], [0.2095852643251419], [0.3188672661781311], [0.18154320120811462], [0.16053929924964905], [0.6832429766654968]]",
00000000000000000cba_0,p2020_266,0,"[[0.2123413234949112], [0.6502384543418884], [0.33630573749542236], [0.31967830657958984], [0.2752307057380676], [0.25828132033348083], [0.4620380401611328], [0.327251672744751], [0.3285045623779297], [0.31076258420944214], [0.30309799313545227], [0.19194498658180237], [0.2387520968914032], [0.14037984609603882], [0.5319639444351196], [0.2551983594894409]]",
00000000000000000cbb_0,p2020_266,0,"[[0.2203182727098465], [0.6886597275733948], [0.38149404525756836], [0.3729231357574463], [0.45757240056991577], [0.3802061378955841], [0.4239077568054199], [0.28797367215156555], [0.28207817673683167], [0.39169004559516907], [0.2289809286594391], [0.21680837869644165], [0.16134648025035858], [0.18840312957763672], [0.45819100737571716], [0.14222484827041626]]",
00000000000000000cbc_0,p2020_267,0,"[[0.19163109362125397], [0.37048542499542236], [0.18644464015960693], [0.46419757604599], [0.22913339734077454], [0.35790619254112244], [0.17182864248752594], [0.2813287675380707], [0.2702034115791321], [0.17090459167957306], [0.29785847663879395], [0.23942631483078003], [0.27880921959877014], [0.23612026870250702], [0.5055630803108215], [0.4655840992927551]]",
00000000000000000cbd_0,p2020_267,0,"[[0.16830995678901672], [0.199411541223526], [0.2611769437789917], [0.6474637985229492], [0.5227418541908264], [0.3983065187931061], [0.35295578837394714], [0.15446189045906067], [0.15360407531261444], [0.31682491302490234], [0.17659199237823486], [0.18443244695663452], [0.43451666831970215], [0.37212300300598145], [0.48112499713897705], [0.4786728620529175]]",
00000000000000000cbe_0,p2020_267,0,"[[0.326240599155426], [0.22048628330230713], [0.4938325583934784], [0.6037679314613342], [0.4777003824710846], [0.6941478252410889], [0.5768589973449707], [0.4112454950809479], [0.28268224000930786], [0.33204102516174316], [0.17427627742290497], [0.19579638540744781], [0.3272596001625061], [0.22156274318695068], [0.2526630759239197], [0.5103729963302612]]",
00000000000000000cbf_0,p2020_267,0,"[[0.5489954352378845], [0.20594805479049683], [0.1748971790075302], [0.55066978931427], [0.4205731451511383], [0.2760271728038788], [0.4146629869937897], [0.33780038356781006], [0.308170348405838], [0.13998787105083466], [0.36246421933174133], [0.2056199610233307], [0.29240673780441284], [0.3078914284706116], [0.39625680446624756], [0.292633593082428]]",
